CBF,In,Out,Nº,Clube
177436,00:00 - 1T,45:00 - 2T,1,SãoCaetano/SP
137377,00:00 - 1T,45:00 - 2T,25,Palmeiras/SP
292280,00:00 - 1T,45:00 - 2T,2,SãoCaetano/SP
161301,00:00 - 1T,45:00 - 2T,3,Palmeiras/SP
328680,00:00 - 1T,45:00 - 2T,3,SãoCaetano/SP
182684,00:00 - 1T,45:00 - 2T,6,Palmeiras/SP
172404,00:00 - 1T,45:00 - 2T,4,SãoCaetano/SP
445541,00:00 - 1T,45:00 - 2T,8,Palmeiras/SP
169519,00:00 - 1T,45:00 - 2T,5,SãoCaetano/SP
170540,00:00 - 1T,45:00 - 2T,11,Palmeiras/SP
161603,00:00 - 1T,45:00 - 2T,6,SãoCaetano/SP
178095,00:00 - 1T,45:00 - 2T,14,Palmeiras/SP
164955,00:00 - 1T,45:00 - 2T,7,SãoCaetano/SP
179465,00:00 - 1T,45:00 - 2T,15,Palmeiras/SP
175258,00:00 - 1T,45:00 - 2T,8,SãoCaetano/SP
162907,00:00 - 1T,45:00 - 2T,18,Palmeiras/SP
150855,00:00 - 1T,45:00 - 2T,9,SãoCaetano/SP
183189,00:00 - 1T,45:00 - 2T,27,Palmeiras/SP
148742,00:00 - 1T,45:00 - 2T,10,SãoCaetano/SP
343235,00:00 - 1T,45:00 - 2T,38,Palmeiras/SP
168658,00:00 - 1T,45:00 - 2T,11,SãoCaetano/SP
294785,00:00 - 1T,45:00 - 2T,42,Palmeiras/SP
