CBF,In,Out,Nº,Clube
132047,00:00 - 1T,45:00 - 2T,1,C.r.b./AL
145650,00:00 - 1T,45:00 - 2T,1,Cuiabá/MT
136781,00:00 - 1T,17:00 - 2T,2,C.r.b./AL
185667,00:00 - 1T,45:00 - 2T,2,Cuiabá/MT
158118,00:00 - 1T,45:00 - 2T,3,C.r.b./AL
186128,00:00 - 1T,45:00 - 2T,3,Cuiabá/MT
160738,00:00 - 1T,45:00 - 2T,4,C.r.b./AL
161673,00:00 - 1T,45:00 - 2T,4,Cuiabá/MT
138811,00:00 - 1T,45:00 - 2T,5,C.r.b./AL
159388,00:00 - 1T,35:00 - 2T,5,Cuiabá/MT
159361,00:00 - 1T,30:00 - 2T,6,C.r.b./AL
303063,00:00 - 1T,45:00 - 2T,6,Cuiabá/MT
306188,00:00 - 1T,INT,7,C.r.b./AL
160003,00:00 - 1T,45:00 - 2T,7,Cuiabá/MT
184506,00:00 - 1T,45:00 - 2T,8,C.r.b./AL
175130,00:00 - 1T,45:00 - 2T,8,Cuiabá/MT
167617,00:00 - 1T,45:00 - 2T,9,C.r.b./AL
172061,00:00 - 1T,40:00 - 2T,9,Cuiabá/MT
172203,00:00 - 1T,45:00 - 2T,10,C.r.b./AL
173744,00:00 - 1T,45:00 - 2T,10,Cuiabá/MT
364619,00:00 - 1T,45:00 - 2T,11,C.r.b./AL
160427,00:00 - 1T,15:00 - 2T,11,Cuiabá/MT
145883,INT,45:00 - 2T,15,C.r.b./AL
179984,15:00 - 2T,45:00 - 2T,14,Cuiabá/MT
152330,17:00 - 2T,45:00 - 2T,18,C.r.b./AL
178374,30:00 - 2T,45:00 - 2T,17,C.r.b./AL
167686,35:00 - 2T,45:00 - 2T,19,Cuiabá/MT
181160,40:00 - 2T,45:00 - 2T,16,Cuiabá/MT
