CBF,In,Out,Nº,Clube
136521,00:00 - 1T,45:00 - 2T,1,Baraúnas/RN
142940,00:00 - 1T,45:00 - 2T,1,Cuiabá/MT
182847,00:00 - 1T,45:00 - 2T,2,Baraúnas/RN
160479,00:00 - 1T,45:00 - 2T,2,Cuiabá/MT
167797,00:00 - 1T,45:00 - 2T,3,Baraúnas/RN
306140,00:00 - 1T,45:00 - 2T,3,Cuiabá/MT
155845,00:00 - 1T,45:00 - 2T,4,Baraúnas/RN
159388,00:00 - 1T,45:00 - 2T,4,Cuiabá/MT
172865,00:00 - 1T,45:00 - 2T,5,Baraúnas/RN
130840,00:00 - 1T,45:00 - 2T,5,Cuiabá/MT
310052,00:00 - 1T,45:00 - 2T,6,Baraúnas/RN
303063,00:00 - 1T,45:00 - 2T,6,Cuiabá/MT
177539,00:00 - 1T,45:00 - 2T,7,Baraúnas/RN
156276,00:00 - 1T,45:00 - 2T,7,Cuiabá/MT
180904,00:00 - 1T,45:00 - 2T,8,Baraúnas/RN
160003,00:00 - 1T,45:00 - 2T,8,Cuiabá/MT
151904,00:00 - 1T,45:00 - 2T,9,Baraúnas/RN
184747,00:00 - 1T,45:00 - 2T,9,Cuiabá/MT
177728,00:00 - 1T,45:00 - 2T,10,Baraúnas/RN
173744,00:00 - 1T,45:00 - 2T,10,Cuiabá/MT
372811,00:00 - 1T,45:00 - 2T,11,Baraúnas/RN
291968,00:00 - 1T,45:00 - 2T,11,Cuiabá/MT
