CBF,Time,Type,Game
129530,13:00 - 1T,FT,001
172741,07:00 - 2T,NR,001
161851,10:00 - 2T,NR,001
183546,22:00 - 2T,NR,001
178848,36:00 - 2T,NR,001
161851,40:00 - 2T,NR,001
164677,41:00 - 1T,NR,003
151167,03:00 - 1T,CT,004
152160,11:00 - 2T,NR,004
184747,03:00 - 1T,NR,005
173744,36:00 - 2T,PN,005
291968,39:00 - 2T,NR,005
173744,44:00 - 2T,NR,005
163197,04:00 - 1T,NR,006
169861,05:00 - 1T,NR,006
176658,34:00 - 1T,PN,006
311520,+1 - 1T,NR,006
169767,14:00 - 2T,NR,006
184899,15:00 - 1T,NR,009
161657,32:00 - 1T,NR,009
174616,+2 - 1T,NR,009
147313,12:00 - 2T,PN,009
143833,25:00 - 1T,NR,010
163725,02:00 - 2T,NR,010
317900,+4 - 2T,NR,010
168641,17:00 - 1T,NR,011
164677,39:00 - 1T,NR,011
186637,13:00 - 2T,PN,011
300886,36:00 - 2T,NR,011
183546,39:00 - 1T,NR,014
395715,42:00 - 2T,NR,014
172132,21:00 - 2T,NR,016
172279,38:00 - 1T,PN,017
127754,25:00 - 1T,FT,022
381292,45:00 - 2T,NR,022
296117,07:00 - 1T,NR,025
169767,34:00 - 1T,NR,026
184899,18:00 - 2T,NR,028
174380,43:00 - 2T,PN,028
140690,+1 - 2T,NR,029
161851,03:00 - 2T,PN,031
184656,16:00 - 2T,NR,031
177728,36:00 - 2T,NR,031
183546,42:00 - 2T,PN,031
178848,+3 - 2T,NR,031
145301,29:00 - 1T,NR,032
162890,06:00 - 1T,NR,033
162890,28:00 - 1T,NR,033
177093,03:00 - 2T,NR,033
177093,06:00 - 2T,NR,033
168641,22:00 - 1T,NR,034
137471,+1 - 1T,NR,034
137471,34:00 - 2T,NR,034
291968,22:00 - 1T,NR,035
291968,27:00 - 2T,NR,035
159388,31:00 - 2T,NR,035
165391,20:00 - 2T,NR,036
174380,37:00 - 2T,NR,036
145305,+1 - 2T,NR,036
329146,11:00 - 1T,NR,038
181396,39:00 - 1T,NR,038
325581,35:00 - 2T,PN,038
147313,+1 - 1T,PN,039
180294,24:00 - 2T,NR,040
169302,25:00 - 1T,NR,041
139757,38:00 - 1T,NR,041
173744,11:00 - 1T,PN,042
372811,26:00 - 1T,NR,042
184747,33:00 - 1T,NR,042
177728,10:00 - 2T,NR,042
173744,19:00 - 2T,NR,042
173744,26:00 - 2T,NR,042
173744,+3 - 2T,NR,042
177145,05:00 - 2T,NR,043
186637,27:00 - 2T,NR,043
152330,28:00 - 1T,NR,044
129530,44:00 - 1T,FT,045
129465,10:00 - 2T,NR,046
163040,27:00 - 2T,CT,046
190407,28:00 - 2T,NR,046
169861,31:00 - 2T,NR,046
172149,31:00 - 2T,NR,049
299878,26:00 - 1T,NR,050
181396,32:00 - 1T,NR,050
181396,45:00 - 1T,NR,050
174380,02:00 - 2T,NR,050
181396,44:00 - 2T,NR,050
313545,08:00 - 2T,NR,051
168641,14:00 - 2T,FT,051
146453,17:00 - 2T,FT,051
168641,27:00 - 2T,NR,051
161325,29:00 - 2T,NR,051
306188,09:00 - 2T,NR,052
165107,17:00 - 2T,NR,052
145301,26:00 - 1T,NR,053
186637,42:00 - 2T,NR,053
172135,+2 - 2T,NR,053
372811,30:00 - 1T,NR,054
372811,23:00 - 2T,NR,054
173744,15:00 - 2T,PN,055
167070,15:00 - 1T,NR,056
176658,28:00 - 1T,PN,056
169861,45:00 - 1T,NR,056
169767,14:00 - 2T,NR,056
155127,03:00 - 1T,NR,058
184899,16:00 - 1T,NR,058
140690,20:00 - 2T,NR,058
140690,24:00 - 2T,NR,058
161851,09:00 - 1T,PN,061
161851,40:00 - 1T,PN,061
184656,+1 - 2T,NR,061
184979,27:00 - 1T,NR,062
191387,36:00 - 1T,NR,062
375634,10:00 - 2T,NR,062
177093,21:00 - 1T,NR,063
162890,29:00 - 1T,NR,063
158260,26:00 - 1T,NR,064
169792,34:00 - 1T,NR,064
364619,03:00 - 1T,NR,065
173744,21:00 - 1T,NR,065
137759,25:00 - 2T,NR,066
337332,33:00 - 1T,NR,067
154345,02:00 - 1T,FT,070
129465,20:00 - 1T,NR,070
129465,33:00 - 1T,NR,070
331926,31:00 - 2T,NR,070
161325,01:00 - 1T,NR,071
168641,01:00 - 2T,NR,071
130094,14:00 - 2T,FT,071
184506,45:00 - 2T,NR,072
296117,23:00 - 1T,NR,073
296117,38:00 - 2T,NR,073
307961,05:00 - 1T,NR,074
186637,18:00 - 1T,NR,074
184694,10:00 - 2T,CT,074
299878,05:00 - 2T,NR,076
178099,22:00 - 2T,NR,077
153476,31:00 - 2T,NR,077
292517,21:00 - 1T,NR,078
149756,+1 - 2T,NR,078
169861,28:00 - 1T,NR,079
140690,24:00 - 2T,NR,079
179680,45:00 - 2T,NR,079
184155,22:00 - 2T,NR,080
181396,30:00 - 2T,NR,080
292621,28:00 - 1T,NR,081
183546,12:00 - 2T,NR,081
332261,+2 - 2T,NR,081
186637,14:00 - 1T,NR,083
375634,36:00 - 1T,NR,083
375634,12:00 - 2T,NR,083
184979,45:00 - 2T,NR,083
144745,27:00 - 1T,NR,084
137471,31:00 - 1T,FT,084
177145,38:00 - 1T,NR,084
144745,22:00 - 2T,NR,084
144745,35:00 - 2T,NR,084
172314,42:00 - 2T,NR,084
169767,05:00 - 1T,NR,086
190407,29:00 - 1T,NR,086
321453,01:00 - 1T,NR,088
183723,14:00 - 1T,NR,088
297093,40:00 - 1T,NR,088
183723,20:00 - 2T,NR,088
325581,42:00 - 2T,NR,088
297093,45:00 - 2T,NR,088
143833,36:00 - 2T,NR,089
168641,28:00 - 1T,NR,091
142661,08:00 - 2T,NR,091
332261,+1 - 2T,NR,091
167617,23:00 - 1T,NR,092
364619,36:00 - 1T,NR,092
167617,40:00 - 2T,NR,092
292579,44:00 - 2T,NR,092
162890,19:00 - 1T,PN,093
300075,24:00 - 1T,NR,093
162890,21:00 - 2T,NR,093
130641,31:00 - 2T,NR,093
179984,+1 - 1T,CT,094
127754,24:00 - 2T,NR,094
296582,10:00 - 1T,NR,095
161851,08:00 - 2T,PN,095
184155,09:00 - 1T,NR,096
174380,18:00 - 1T,PN,096
165391,24:00 - 1T,NR,096
184155,10:00 - 2T,NR,096
299878,35:00 - 2T,NR,096
184899,14:00 - 1T,NR,098
147313,24:00 - 1T,PN,098
162332,35:00 - 2T,NR,098
184899,41:00 - 2T,NR,098
174616,+1 - 2T,NR,098
188170,43:00 - 1T,NR,099
140690,01:00 - 2T,NR,099
187979,11:00 - 1T,NR,100
306551,19:00 - 1T,NR,100
187979,42:00 - 1T,NR,100
181396,08:00 - 2T,NR,100
175123,43:00 - 1T,NR,101
172206,08:00 - 2T,NR,101
161851,25:00 - 2T,PN,101
161851,30:00 - 2T,NR,101
307961,38:00 - 2T,NR,101
161851,43:00 - 2T,PN,101
168641,10:00 - 1T,NR,103
191623,22:00 - 1T,NR,103
168529,22:00 - 1T,NR,105
168916,35:00 - 1T,PN,105
172061,26:00 - 2T,PN,105
298990,42:00 - 1T,NR,107
298990,+1 - 2T,NR,107
181396,20:00 - 1T,NR,109
174616,25:00 - 1T,NR,109
364619,27:00 - 1T,PN,112
364619,40:00 - 1T,NR,112
168916,41:00 - 1T,NR,113
291968,03:00 - 1T,NR,115
149679,33:00 - 1T,NR,115
142013,39:00 - 1T,NR,115
