CBF,In,Out,Nº,Clube
177953,00:00 - 1T,45:00 - 2T,1,Boa/MG
169226,00:00 - 1T,45:00 - 2T,1,Joinville/SC
152779,00:00 - 1T,45:00 - 2T,2,Boa/MG
150425,00:00 - 1T,45:00 - 2T,2,Joinville/SC
156403,00:00 - 1T,45:00 - 2T,3,Boa/MG
180751,00:00 - 1T,45:00 - 2T,3,Joinville/SC
182629,00:00 - 1T,45:00 - 2T,4,Boa/MG
167167,00:00 - 1T,45:00 - 2T,4,Joinville/SC
328812,00:00 - 1T,45:00 - 2T,5,Boa/MG
146969,00:00 - 1T,45:00 - 2T,5,Joinville/SC
178222,00:00 - 1T,45:00 - 2T,6,Boa/MG
168132,00:00 - 1T,40:00 - 2T,6,Joinville/SC
173391,00:00 - 1T,45:00 - 2T,7,Boa/MG
160174,00:00 - 1T,45:00 - 2T,7,Joinville/SC
294996,00:00 - 1T,45:00 - 2T,8,Boa/MG
336832,00:00 - 1T,45:00 - 2T,8,Joinville/SC
317236,00:00 - 1T,18:00 - 2T,9,Boa/MG
169891,00:00 - 1T,18:00 - 2T,9,Joinville/SC
173649,00:00 - 1T,39:00 - 2T,10,Boa/MG
173650,00:00 - 1T,45:00 - 2T,10,Joinville/SC
308608,00:00 - 1T,31:00 - 2T,11,Boa/MG
139417,00:00 - 1T,30:00 - 1T,11,Joinville/SC
293655,30:00 - 1T,45 - 2T,18,Joinville/SC
298282,18:00 - 2T,45 - 2T,19,Joinville/SC
355115,18:00 - 2T,45 - 2T,18,Boa/MG
187306,31:00 - 2T,45 - 2T,20,Boa/MG
168031,39:00 - 2T,45 - 2T,19,Boa/MG
190288,40:00 - 2T,45 - 2T,17,Joinville/SC
