CBF,In,Out,Nº,Clube
291584,00:00 - 1T,45:00 - 2T,1,Figueirense/SC
129274,00:00 - 1T,45:00 - 2T,12,Atlético/GO
161089,00:00 - 1T,45:00 - 2T,2,Figueirense/SC
304285,00:00 - 1T,45:00 - 2T,2,Atlético/GO
158644,00:00 - 1T,45:00 - 2T,3,Figueirense/SC
335878,00:00 - 1T,45:00 - 2T,3,Atlético/GO
295587,00:00 - 1T,45:00 - 2T,4,Figueirense/SC
170178,00:00 - 1T,31:00 - 2T,4,Atlético/GO
180884,00:00 - 1T,INT,5,Figueirense/SC
188165,00:00 - 1T,45:00 - 2T,5,Atlético/GO
316556,00:00 - 1T,23:00 - 2T,6,Figueirense/SC
181106,00:00 - 1T,45:00 - 2T,6,Atlético/GO
303388,00:00 - 1T,INT,7,Figueirense/SC
180834,00:00 - 1T,45:00 - 2T,7,Atlético/GO
175560,00:00 - 1T,45:00 - 2T,8,Figueirense/SC
177802,00:00 - 1T,INT,8,Atlético/GO
307317,00:00 - 1T,45:00 - 2T,9,Figueirense/SC
143708,00:00 - 1T,45:00 - 2T,9,Atlético/GO
184095,00:00 - 1T,45:00 - 2T,10,Figueirense/SC
185012,00:00 - 1T,26:00 - 2T,10,Atlético/GO
165064,00:00 - 1T,45:00 - 2T,11,Figueirense/SC
182385,00:00 - 1T,45:00 - 2T,11,Atlético/GO
137724,INT,45 - 2T,16,Atlético/GO
146475,INT,45 - 2T,15,Figueirense/SC
292833,INT,45 - 2T,19,Figueirense/SC
187900,23:00 - 2T,45 - 2T,18,Figueirense/SC
172585,26:00 - 2T,45 - 2T,17,Atlético/GO
161292,31:00 - 2T,45 - 2T,13,Atlético/GO
