CBF,In,Out,Nº,Clube
168281,00:00 - 1T,45:00 - 2T,1,Paraná/PR
151033,00:00 - 1T,45:00 - 2T,1,Oeste/SP
296748,00:00 - 1T,45:00 - 2T,2,Paraná/PR
166209,00:00 - 1T,45:00 - 2T,2,Oeste/SP
137590,00:00 - 1T,45:00 - 2T,3,Paraná/PR
133323,00:00 - 1T,45:00 - 2T,3,Oeste/SP
300744,00:00 - 1T,45:00 - 2T,4,Paraná/PR
141558,00:00 - 1T,45:00 - 2T,4,Oeste/SP
152208,00:00 - 1T,45:00 - 2T,5,Paraná/PR
154599,00:00 - 1T,45:00 - 2T,5,Oeste/SP
171807,00:00 - 1T,45:00 - 2T,6,Paraná/PR
166141,00:00 - 1T,45:00 - 2T,6,Oeste/SP
177071,00:00 - 1T,45:00 - 2T,7,Paraná/PR
312907,00:00 - 1T,45:00 - 2T,7,Oeste/SP
160480,00:00 - 1T,45:00 - 2T,8,Paraná/PR
320318,00:00 - 1T,45:00 - 2T,8,Oeste/SP
178294,00:00 - 1T,45:00 - 2T,9,Paraná/PR
187746,00:00 - 1T,45:00 - 2T,9,Oeste/SP
174602,00:00 - 1T,45:00 - 2T,10,Paraná/PR
164863,00:00 - 1T,45:00 - 2T,10,Oeste/SP
340891,00:00 - 1T,45:00 - 2T,11,Paraná/PR
191513,00:00 - 1T,45:00 - 2T,17,Oeste/SP
