CBF,In,Out,Nº,Clube
384823,00:00 - 1T,45:00 - 2T,40,RedBullBragantino/SP
293428,00:00 - 1T,45:00 - 2T,1,AthleticoParanaense/PR
422469,00:00 - 1T,45:00 - 2T,3,RedBullBragantino/SP
306616,00:00 - 1T,45:00 - 2T,11,AthleticoParanaense/PR
291797,00:00 - 1T,45:00 - 2T,4,RedBullBragantino/SP
557878,00:00 - 1T,45:00 - 2T,13,AthleticoParanaense/PR
163254,00:00 - 1T,45:00 - 2T,6,RedBullBragantino/SP
524291,00:00 - 1T,45:00 - 2T,16,AthleticoParanaense/PR
419646,00:00 - 1T,45:00 - 2T,7,RedBullBragantino/SP
321574,00:00 - 1T,45:00 - 2T,18,AthleticoParanaense/PR
339209,00:00 - 1T,45:00 - 2T,10,RedBullBragantino/SP
376786,00:00 - 1T,45:00 - 2T,25,AthleticoParanaense/PR
291939,00:00 - 1T,45:00 - 2T,13,RedBullBragantino/SP
409873,00:00 - 1T,45:00 - 2T,27,AthleticoParanaense/PR
169945,00:00 - 1T,45:00 - 2T,15,RedBullBragantino/SP
171788,00:00 - 1T,45:00 - 2T,44,AthleticoParanaense/PR
521939,00:00 - 1T,45:00 - 2T,16,RedBullBragantino/SP
337840,00:00 - 1T,45:00 - 2T,79,AthleticoParanaense/PR
308190,00:00 - 1T,45:00 - 2T,20,RedBullBragantino/SP
546294,00:00 - 1T,45:00 - 2T,88,AthleticoParanaense/PR
446399,00:00 - 1T,45:00 - 2T,23,RedBullBragantino/SP
408134,00:00 - 1T,45:00 - 2T,96,AthleticoParanaense/PR
