CBF,In,Out,Nº,Clube
155703,00:00 - 1T,45:00 - 2T,1,Goiás/GO
292443,00:00 - 1T,45:00 - 2T,12,Bahia/BA
156325,00:00 - 1T,45:00 - 2T,2,Goiás/GO
170255,00:00 - 1T,45:00 - 2T,3,Bahia/BA
137340,00:00 - 1T,45:00 - 2T,3,Goiás/GO
309265,00:00 - 1T,45:00 - 2T,4,Bahia/BA
178875,00:00 - 1T,45:00 - 2T,4,Goiás/GO
152785,00:00 - 1T,45:00 - 2T,14,Bahia/BA
169939,00:00 - 1T,40:00 - 2T,5,Goiás/GO
352645,00:00 - 1T,45:00 - 2T,15,Bahia/BA
291317,00:00 - 1T,45:00 - 2T,6,Goiás/GO
173948,00:00 - 1T,45:00 - 2T,16,Bahia/BA
326613,00:00 - 1T,32:00 - 2T,7,Goiás/GO
172714,00:00 - 1T,INT,17,Bahia/BA
353262,00:00 - 1T,45:00 - 2T,8,Goiás/GO
188453,00:00 - 1T,45:00 - 2T,20,Bahia/BA
138056,00:00 - 1T,24:00 - 2T,10,Goiás/GO
162897,00:00 - 1T,45:00 - 2T,30,Bahia/BA
295792,00:00 - 1T,45:00 - 2T,11,Goiás/GO
174194,00:00 - 1T,19:00 - 2T,37,Bahia/BA
179832,00:00 - 1T,45:00 - 2T,18,Goiás/GO
307680,00:00 - 1T,36:00 - 2T,38,Bahia/BA
136730,INT,45 - 2T,9,Bahia/BA
297336,19:00 - 2T,45 - 2T,32,Bahia/BA
139094,24:00 - 2T,45 - 2T,15,Goiás/GO
178684,32:00 - 2T,45 - 2T,16,Goiás/GO
344704,36:00 - 2T,45 - 2T,8,Bahia/BA
177094,40:00 - 2T,45 - 2T,14,Goiás/GO
