CBF,In,Out,Nº,Clube
169982,00:00 - 1T,45:00 - 2T,1,Serrano/PB
136474,00:00 - 1T,45:00 - 2T,1,BahiadeFeira/BA
599161,00:00 - 1T,45:00 - 2T,2,Serrano/PB
308061,00:00 - 1T,45:00 - 2T,2,BahiadeFeira/BA
178326,00:00 - 1T,45:00 - 2T,3,Serrano/PB
292117,00:00 - 1T,45:00 - 2T,3,BahiadeFeira/BA
175361,00:00 - 1T,45:00 - 2T,4,Serrano/PB
177822,00:00 - 1T,45:00 - 2T,4,BahiadeFeira/BA
375668,00:00 - 1T,45:00 - 2T,6,Serrano/PB
620548,00:00 - 1T,45:00 - 2T,7,BahiadeFeira/BA
173000,00:00 - 1T,15:00 - 2T,7,Serrano/PB
346572,00:00 - 1T,45:00 - 2T,8,BahiadeFeira/BA
423720,00:00 - 1T,36:00 - 2T,8,Serrano/PB
177240,00:00 - 1T,45:00 - 2T,9,BahiadeFeira/BA
159373,00:00 - 1T,45:00 - 2T,9,Serrano/PB
378939,00:00 - 1T,45:00 - 2T,14,BahiadeFeira/BA
151449,00:00 - 1T,45:00 - 2T,10,Serrano/PB
437380,00:00 - 1T,45:00 - 2T,16,BahiadeFeira/BA
551767,00:00 - 1T,45:00 - 2T,11,Serrano/PB
176420,00:00 - 1T,45:00 - 2T,19,BahiadeFeira/BA
552894,00:00 - 1T,45:00 - 2T,13,Serrano/PB
295399,00:00 - 1T,45:00 - 2T,20,BahiadeFeira/BA
589660,15:00 - 2T,45 - 2T,5,Serrano/PB
513060,36:00 - 2T,45 - 2T,18,Serrano/PB
