Game,Home,Away
001,Vilhena/RO,Remo/PA
003,Guarani/CE,Santos/AP
004,Ríver/PI,Palmas/TO
005,Campinense/PB,Globo/RN
006,SerraTalhada/PE,ColoColo/BA
008,Estanciano/SE,Treze/PB
009,Caldense/MG,RioBranco/ES
010,Operário/MT,Aparecidense/GO
011,Crac/GO,VillaNova/MG
012,Gama/DF,Botafogo/SP
013,Resende/RJ,Operario/PR
014,YpirangaRs/RS,Internacional/SC
015,SãoCaetano/SP,Lajeadense/RS
016,FozdoIguaçu/PR,VoltaRedonda/RJ
017,Remo/PA,RioBranco/AC
018,Nacional/AM,Vilhena/RO
019,Palmas/TO,Imperatriz/MA
021,ColoColo/BA,Campinense/PB
022,Globo/RN,Coruripe/AL
023,Central/PE,Goianesia/GO
024,Treze/PB,Serrano/BA
025,RioBranco/ES,Comercial/MS
026,Aparecidense/GO,Caldense/MG
027,VillaNova/MG,DuquedeCaxias/RJ
028,Botafogo/SP,Crac/GO
029,Operario/PR,RedBullBrasil/SP
030,Internacional/SC,Resende/RJ
031,Lajeadense/RS,Metropolitano/SC
032,VoltaRedonda/RJ,SãoCaetano/SP
033,Imperatriz/MA,Santos/AP
034,Vilhena/RO,Nautico/RR
035,RioBranco/AC,Nacional/AM
036,Ríver/PI,Guarani/CE
037,Campinense/PB,SerraTalhada/PE
038,Coruripe/AL,ColoColo/BA
039,Serrano/BA,Estanciano/SE
040,Goianesia/GO,Treze/PB
041,Caldense/MG,Operário/MT
042,Comercial/MS,Aparecidense/GO
043,Crac/GO,Gama/DF
044,DuquedeCaxias/RJ,Botafogo/SP
045,Resende/RJ,Ypiranga/RS
046,RedBullBrasil/SP,Internacional/SC
047,SãoCaetano/SP,FozdoIguaçu/PR
048,Metropolitano/SC,VoltaRedonda/RJ
049,Imperatriz/MA,Ríver/PI
050,Remo/PA,Nautico/RR
051,RioBranco/AC,Vilhena/RO
052,Palmas/TO,Guarani/CE
053,Globo/RN,SerraTalhada/PE
054,Coruripe/AL,Campinense/PB
055,Central/PE,Estanciano/SE
056,Goianesia/GO,Serrano/BA
057,RioBranco/ES,Operário/MT
058,Comercial/MS,Caldense/MG
059,VillaNova/MG,Gama/DF
060,DuquedeCaxias/RJ,Crac/GO
061,Operario/PR,Ypiranga/RS
062,RedBullBrasil/SP,Resende/RJ
063,Lajeadense/RS,FozdoIguaçu/PR
064,Metropolitano/SC,SãoCaetano/SP
065,Nautico/RR,RioBranco/AC
066,Nacional/AM,Remo/PA
067,Guarani/CE,Imperatriz/MA
068,Santos/AP,Palmas/TO
069,SerraTalhada/PE,Coruripe/AL
070,ColoColo/BA,Globo/RN
071,Estanciano/SE,Goianesia/GO
072,Treze/PB,Central/PE
073,Aparecidense/GO,RioBranco/ES
074,Operário/MT,Comercial/MS
075,Gama/DF,DuquedeCaxias/RJ
076,Botafogo/SP,VillaNova/MG
077,Ypiranga/RS,RedBullBrasil/SP
078,Internacional/SC,Operario/PR
079,FozdoIguaçu/PR,Metropolitano/SC
080,VoltaRedonda/RJ,Lajeadense/RS
081,Nautico/RR,Remo/PA
082,Vilhena/RO,RioBranco/AC
083,Guarani/CE,Palmas/TO
084,Ríver/PI,Imperatriz/MA
085,SerraTalhada/PE,Globo/RN
086,Campinense/PB,Coruripe/AL
087,Estanciano/SE,Central/PE
088,Serrano/BA,Goianesia/GO
089,Caldense/MG,Comercial/MS
090,Operário/MT,RioBranco/ES
091,Gama/DF,VillaNova/MG
092,Crac/GO,DuquedeCaxias/RJ
093,Resende/RJ,RedBullBrasil/SP
094,Ypiranga/RS,Operario/PR
095,FozdoIguaçu/PR,Lajeadense/RS
096,SãoCaetano/SP,Metropolitano/SC
097,Imperatriz/MA,Guarani/CE
098,Remo/PA,Nacional/AM
099,RioBranco/AC,Nautico/RR
100,Palmas/TO,Santos/AP
101,Globo/RN,ColoColo/BA
102,Coruripe/AL,SerraTalhada/PE
103,Central/PE,Treze/PB
104,Goianesia/GO,Estanciano/SE
105,RioBranco/ES,Aparecidense/GO
106,VillaNova/MG,Botafogo/SP
107,Comercial/MS,Operário/MT
108,DuquedeCaxias/RJ,Gama/DF
109,Operario/PR,Internacional/SC
110,RedBullBrasil/SP,Ypiranga/RS
111,Lajeadense/RS,VoltaRedonda/RJ
112,Metropolitano/SC,FozdoIguaçu/PR
113,Nautico/RR,Vilhena/RO
114,Nacional/AM,RioBranco/AC
115,Guarani/CE,Ríver/PI
116,Santos/AP,Imperatriz/MA
117,SerraTalhada/PE,Campinense/PB
118,ColoColo/BA,Coruripe/AL
119,Estanciano/SE,Serrano/BA
120,Treze/PB,Goianesia/GO
121,Operário/MT,Caldense/MG
122,Aparecidense/GO,Comercial/MS
123,Gama/DF,Crac/GO
124,Botafogo/SP,DuquedeCaxias/RJ
125,Ypiranga/RS,Resende/RJ
126,Internacional/SC,RedBullBrasil/SP
127,FozdoIguaçu/PR,SãoCaetano/SP
128,VoltaRedonda/RJ,Metropolitano/SC
129,Imperatriz/MA,Palmas/TO
130,RioBranco/AC,Remo/PA
131,Vilhena/RO,Nacional/AM
132,Ríver/PI,Santos/AP
133,Coruripe/AL,Globo/RN
135,Goianesia/GO,Central/PE
136,Serrano/BA,Treze/PB
137,Comercial/MS,RioBranco/ES
138,Caldense/MG,Aparecidense/GO
139,DuquedeCaxias/RJ,VillaNova/MG
140,Crac/GO,Botafogo/SP
141,RedBullBrasil/SP,Operario/PR
143,Metropolitano/SC,Lajeadense/RS
144,SãoCaetano/SP,VoltaRedonda/RJ
145,Remo/PA,Vilhena/RO
146,Nacional/AM,Nautico/RR
147,Palmas/TO,Ríver/PI
148,Santos/AP,Guarani/CE
149,Globo/RN,Campinense/PB
150,ColoColo/BA,SerraTalhada/PE
151,Central/PE,Serrano/BA
152,Treze/PB,Estanciano/SE
153,RioBranco/ES,Caldense/MG
154,Aparecidense/GO,Operário/MT
155,VillaNova/MG,Crac/GO
156,Botafogo/SP,Gama/DF
157,Operario/PR,Resende/RJ
158,Internacional/SC,Ypiranga/RS
159,Lajeadense/RS,SãoCaetano/SP
160,VoltaRedonda/RJ,FozdoIguaçu/PR
161,Palmas/TO,Remo/PA
162,Caldense/MG,RioBranco/ES
163,Coruripe/AL,SãoCaetano/SP
164,Botafogo/SP,Crac/GO
165,Lajeadense/RS,Central/PE
166,RioBranco/AC,Ypiranga/RS
167,Estanciano/SE,Ríver/PI
168,Operario/PR,Campinense/PB
169,Crac/GO,Botafogo/SP
170,Remo/PA,Palmas/TO
171,RioBranco/ES,Caldense/MG
172,SãoCaetano/SP,Coruripe/AL
173,Central/PE,Lajeadense/RS
174,Ypiranga/RS,RioBranco/AC
175,Ríver/PI,Estanciano/SE
177,Operario/PR,Remo/PA
178,Botafogo/SP,SãoCaetano/SP
179,Ríver/PI,Lajeadense/RS
180,Caldense/MG,Ypiranga/RS
181,SãoCaetano/SP,Botafogo/SP
183,Remo/PA,Operario/PR
184,Lajeadense/RS,Ríver/PI
185,Ríver/PI,Ypiranga/RS
186,Botafogo/SP,Remo/PA
188,Remo/PA,Botafogo/SP
189,Botafogo/SP,Ríver/PI
190,Ríver/PI,Botafogo/SP
