CBF,In,Out,Nº,Clube
349447,00:00 - 1T,45:00 - 2T,1,RealNoroesteF.C./ES
292137,00:00 - 1T,45:00 - 2T,1,Operário/MT
405612,00:00 - 1T,45:00 - 2T,2,RealNoroesteF.C./ES
359809,00:00 - 1T,18:00 - 2T,2,Operário/MT
606014,00:00 - 1T,45:00 - 2T,3,RealNoroesteF.C./ES
508174,00:00 - 1T,45:00 - 2T,3,Operário/MT
310480,00:00 - 1T,45:00 - 2T,4,RealNoroesteF.C./ES
367164,00:00 - 1T,45:00 - 2T,4,Operário/MT
530995,00:00 - 1T,45:00 - 2T,5,RealNoroesteF.C./ES
359516,00:00 - 1T,45:00 - 2T,5,Operário/MT
443777,00:00 - 1T,45:00 - 2T,6,RealNoroesteF.C./ES
524960,00:00 - 1T,45:00 - 2T,6,Operário/MT
169861,00:00 - 1T,45:00 - 2T,7,RealNoroesteF.C./ES
621114,00:00 - 1T,45:00 - 2T,7,Operário/MT
346384,00:00 - 1T,45:00 - 2T,8,RealNoroesteF.C./ES
321376,00:00 - 1T,45:00 - 2T,8,Operário/MT
299896,00:00 - 1T,45:00 - 2T,9,RealNoroesteF.C./ES
465792,00:00 - 1T,20:00 - 2T,9,Operário/MT
693197,00:00 - 1T,45:00 - 2T,10,RealNoroesteF.C./ES
456324,00:00 - 1T,45:00 - 2T,10,Operário/MT
537067,00:00 - 1T,45:00 - 2T,11,RealNoroesteF.C./ES
518895,00:00 - 1T,45:00 - 2T,11,Operário/MT
399100,18:00 - 2T,45:00 - 2T,13,Operário/MT
373048,20:00 - 2T,45:00 - 2T,14,Operário/MT
