CBF,In,Out,Nº,Clube
308661,00:00 - 1T,45:00 - 2T,1,Crb/AL
172299,00:00 - 1T,45:00 - 2T,1,SãoBento/SP
322852,00:00 - 1T,45:00 - 2T,2,Crb/AL
184247,00:00 - 1T,45:00 - 2T,2,SãoBento/SP
177152,00:00 - 1T,45:00 - 2T,3,Crb/AL
307185,00:00 - 1T,45:00 - 2T,3,SãoBento/SP
307674,00:00 - 1T,45:00 - 2T,4,Crb/AL
326727,00:00 - 1T,45:00 - 2T,4,SãoBento/SP
306822,00:00 - 1T,45:00 - 2T,5,Crb/AL
156835,00:00 - 1T,45:00 - 2T,5,SãoBento/SP
421778,00:00 - 1T,45:00 - 2T,6,Crb/AL
419442,00:00 - 1T,45:00 - 2T,6,SãoBento/SP
188170,00:00 - 1T,17:00 - 2T,7,Crb/AL
185860,00:00 - 1T,45:00 - 2T,7,SãoBento/SP
293720,00:00 - 1T,35:00 - 2T,8,Crb/AL
178891,00:00 - 1T,45:00 - 2T,8,SãoBento/SP
367343,00:00 - 1T,45:00 - 2T,9,Crb/AL
334457,00:00 - 1T,45:00 - 2T,9,SãoBento/SP
316561,00:00 - 1T,INT,10,Crb/AL
308733,00:00 - 1T,45:00 - 2T,10,SãoBento/SP
345876,00:00 - 1T,45:00 - 2T,11,Crb/AL
432391,00:00 - 1T,45:00 - 2T,11,SãoBento/SP
150392,INT,45:00 - 2T,77,Crb/AL
181437,17:00 - 2T,45:00 - 2T,17,Crb/AL
298941,35:00 - 2T,45:00 - 2T,22,Crb/AL
