Game,Home,Away
001,VascodaGama/RJ,Operário/PR
002,VilaNova/GO,Botafogo/RJ
003,Guarani/SP,Vitória/BA
004,Náutico/PE,Csa/AL
005,Brasil/RS,Londrina/PR
006,Crb/AL,Remo/PA
007,Coritiba/PR,Avaí/SC
008,Brusque/SC,PontePreta/SP
009,Confiança/SE,Cruzeiro/MG
010,SampaioCorrêa/MA,Goiás/GO
011,Botafogo/RJ,Coritiba/PR
012,Goiás/GO,Confiança/SE
013,PontePreta/SP,VascodaGama/RJ
014,Cruzeiro/MG,Crb/AL
015,Londrina/PR,Brusque/SC
016,Csa/AL,SampaioCorrêa/MA
017,Operário/PR,Guarani/SP
018,Avaí/SC,VilaNova/GO
019,Vitória/BA,Náutico/PE
020,Remo/PA,Brasil/RS
021,Botafogo/RJ,Remo/PA
022,VilaNova/GO,Csa/AL
023,Guarani/SP,Náutico/PE
024,Cruzeiro/MG,Goiás/GO
025,Brasil/RS,VascodaGama/RJ
026,Crb/AL,Confiança/SE
027,Coritiba/PR,Londrina/PR
028,Avaí/SC,Brusque/SC
029,Vitória/BA,Operário/PR
030,SampaioCorrêa/MA,PontePreta/SP
031,VascodaGama/RJ,Avaí/SC
032,Goiás/GO,Crb/AL
033,PontePreta/SP,Cruzeiro/MG
034,Náutico/PE,VilaNova/GO
035,Londrina/PR,Botafogo/RJ
036,Csa/AL,Guarani/SP
037,Operário/PR,SampaioCorrêa/MA
038,Brusque/SC,Coritiba/PR
039,Confiança/SE,Brasil/RS
040,Remo/PA,Vitória/BA
041,VascodaGama/RJ,Crb/AL
042,VilaNova/GO,Coritiba/PR
043,Guarani/SP,PontePreta/SP
044,Náutico/PE,Botafogo/RJ
045,Brasil/RS,Goiás/GO
046,Csa/AL,Londrina/PR
047,Operário/PR,Cruzeiro/MG
049,Vitória/BA,Brusque/SC
050,SampaioCorrêa/MA,Confiança/SE
051,Botafogo/RJ,Csa/AL
052,Goiás/GO,Avaí/SC
053,PontePreta/SP,Operário/PR
054,Cruzeiro/MG,VascodaGama/RJ
055,Londrina/PR,Náutico/PE
056,Crb/AL,Brasil/RS
057,Coritiba/PR,Vitória/BA
058,Brusque/SC,SampaioCorrêa/MA
059,Confiança/SE,VilaNova/GO
060,Remo/PA,Guarani/SP
061,VascodaGama/RJ,Brusque/SC
062,VilaNova/GO,Goiás/GO
063,Guarani/SP,Coritiba/PR
064,Náutico/PE,Remo/PA
065,Brasil/RS,PontePreta/SP
066,Csa/AL,Cruzeiro/MG
067,Operário/PR,Confiança/SE
068,Avaí/SC,Crb/AL
069,Vitória/BA,Londrina/PR
070,SampaioCorrêa/MA,Botafogo/RJ
071,Botafogo/RJ,Vitória/BA
072,Goiás/GO,VascodaGama/RJ
073,PontePreta/SP,Csa/AL
074,Cruzeiro/MG,Guarani/SP
075,Londrina/PR,Avaí/SC
076,Crb/AL,Náutico/PE
077,Operário/PR,VilaNova/GO
078,Brusque/SC,Brasil/RS
079,Confiança/SE,Coritiba/PR
080,Remo/PA,SampaioCorrêa/MA
081,VascodaGama/RJ,Confiança/SE
082,VilaNova/GO,PontePreta/SP
083,Guarani/SP,Brusque/SC
084,Náutico/PE,Operário/PR
085,Brasil/RS,Cruzeiro/MG
086,Csa/AL,Crb/AL
087,Coritiba/PR,Remo/PA
088,Avaí/SC,Botafogo/RJ
089,Vitória/BA,Goiás/GO
091,VascodaGama/RJ,SampaioCorrêa/MA
092,Goiás/GO,Náutico/PE
093,PontePreta/SP,Avaí/SC
094,Cruzeiro/MG,Coritiba/PR
095,Londrina/PR,Guarani/SP
096,Crb/AL,Botafogo/RJ
097,Operário/PR,Brasil/RS
098,Brusque/SC,Csa/AL
099,Confiança/SE,Vitória/BA
100,Remo/PA,VilaNova/GO
101,Botafogo/RJ,Cruzeiro/MG
102,VilaNova/GO,Brasil/RS
103,Guarani/SP,Crb/AL
104,Náutico/PE,PontePreta/SP
105,Londrina/PR,Operário/PR
106,Csa/AL,Goiás/GO
107,Coritiba/PR,VascodaGama/RJ
108,Avaí/SC,Confiança/SE
109,Vitória/BA,SampaioCorrêa/MA
110,Remo/PA,Brusque/SC
111,VascodaGama/RJ,Náutico/PE
112,Goiás/GO,Londrina/PR
113,PontePreta/SP,Remo/PA
114,Cruzeiro/MG,Avaí/SC
115,Brasil/RS,Vitória/BA
116,Crb/AL,VilaNova/GO
117,Operário/PR,Csa/AL
118,Brusque/SC,Botafogo/RJ
119,Confiança/SE,Guarani/SP
120,SampaioCorrêa/MA,Coritiba/PR
121,Botafogo/RJ,Goiás/GO
122,VilaNova/GO,Brusque/SC
123,Guarani/SP,SampaioCorrêa/MA
124,Náutico/PE,Brasil/RS
125,Londrina/PR,Confiança/SE
126,Csa/AL,VascodaGama/RJ
127,Coritiba/PR,Crb/AL
128,Avaí/SC,Operário/PR
129,Vitória/BA,PontePreta/SP
130,Remo/PA,Cruzeiro/MG
131,VascodaGama/RJ,Guarani/SP
132,VilaNova/GO,Cruzeiro/MG
133,PontePreta/SP,Goiás/GO
134,Náutico/PE,Brusque/SC
135,Londrina/PR,Remo/PA
136,Csa/AL,Vitória/BA
137,Operário/PR,Coritiba/PR
138,Avaí/SC,Brasil/RS
139,Confiança/SE,Botafogo/RJ
140,SampaioCorrêa/MA,Crb/AL
141,Botafogo/RJ,VascodaGama/RJ
142,Goiás/GO,Operário/PR
143,Guarani/SP,VilaNova/GO
144,Cruzeiro/MG,Londrina/PR
145,Brasil/RS,SampaioCorrêa/MA
146,Crb/AL,PontePreta/SP
147,Coritiba/PR,Náutico/PE
148,Brusque/SC,Confiança/SE
149,Vitória/BA,Avaí/SC
150,Remo/PA,Csa/AL
151,Botafogo/RJ,PontePreta/SP
152,VilaNova/GO,SampaioCorrêa/MA
153,Guarani/SP,Brasil/RS
154,Náutico/PE,Confiança/SE
155,Londrina/PR,Crb/AL
156,Csa/AL,Avaí/SC
157,Coritiba/PR,Goiás/GO
158,Brusque/SC,Cruzeiro/MG
159,Vitória/BA,VascodaGama/RJ
160,Remo/PA,Operário/PR
161,VascodaGama/RJ,VilaNova/GO
162,Goiás/GO,Remo/PA
163,PontePreta/SP,Londrina/PR
164,Cruzeiro/MG,Vitória/BA
165,Brasil/RS,Coritiba/PR
166,Crb/AL,Brusque/SC
167,Operário/PR,Botafogo/RJ
168,Avaí/SC,Guarani/SP
169,Confiança/SE,Csa/AL
170,SampaioCorrêa/MA,Náutico/PE
171,Botafogo/RJ,Brasil/RS
172,Goiás/GO,Guarani/SP
173,PontePreta/SP,Confiança/SE
174,Cruzeiro/MG,SampaioCorrêa/MA
175,Londrina/PR,VilaNova/GO
176,Csa/AL,Coritiba/PR
177,Operário/PR,Brusque/SC
178,Avaí/SC,Náutico/PE
179,Vitória/BA,Crb/AL
180,Remo/PA,VascodaGama/RJ
181,VascodaGama/RJ,Londrina/PR
182,VilaNova/GO,Vitória/BA
183,Guarani/SP,Botafogo/RJ
184,Náutico/PE,Cruzeiro/MG
185,Brasil/RS,Csa/AL
