Game,Home,Away
001,Fluminense/RJ,Santos/SP
002,Flamengo/RJ,Atlético/MG
003,Palmeiras/SP,VascodaGama/RJ
004,Corinthians/SP,Chapecoense/SC
005,Cruzeiro/MG,SãoPaulo/SP
006,Coritiba/PR,Atlético/GO
007,Grêmio/RS,Botafogo/RJ
008,Bahia/BA,Atlético/PR
009,PontePreta/SP,Sport/PE
010,Avaí/SC,Vitória/BA
011,Botafogo/RJ,PontePreta/SP
012,VascodaGama/RJ,Bahia/BA
013,Santos/SP,Coritiba/PR
014,SãoPaulo/SP,Avaí/SC
015,Atlético/MG,Fluminense/RJ
016,Atlético/PR,Grêmio/RS
017,Sport/PE,Cruzeiro/MG
018,Vitória/BA,Corinthians/SP
019,Atlético/GO,Flamengo/RJ
020,Chapecoense/SC,Palmeiras/SP
021,Botafogo/RJ,Bahia/BA
022,VascodaGama/RJ,Fluminense/RJ
023,Santos/SP,Cruzeiro/MG
024,SãoPaulo/SP,Palmeiras/SP
025,Atlético/MG,PontePreta/SP
026,Atlético/PR,Flamengo/RJ
027,Sport/PE,Grêmio/RS
028,Vitória/BA,Coritiba/PR
029,Atlético/GO,Corinthians/SP
030,Chapecoense/SC,Avaí/SC
031,Fluminense/RJ,Vitória/BA
032,Flamengo/RJ,Botafogo/RJ
033,Palmeiras/SP,Atlético/MG
034,Corinthians/SP,Santos/SP
035,Cruzeiro/MG,Chapecoense/SC
036,Coritiba/PR,Atlético/PR
037,Grêmio/RS,VascodaGama/RJ
038,Bahia/BA,Atlético/GO
039,PontePreta/SP,SãoPaulo/SP
040,Avaí/SC,Sport/PE
041,Fluminense/RJ,Atlético/PR
042,VascodaGama/RJ,Corinthians/SP
043,Santos/SP,Botafogo/RJ
044,SãoPaulo/SP,Vitória/BA
045,Atlético/MG,Avaí/SC
046,Coritiba/PR,Palmeiras/SP
047,Sport/PE,Flamengo/RJ
048,Bahia/BA,Cruzeiro/MG
049,Atlético/GO,PontePreta/SP
050,Chapecoense/SC,Grêmio/RS
051,Botafogo/RJ,Coritiba/PR
052,VascodaGama/RJ,Sport/PE
053,Palmeiras/SP,Fluminense/RJ
054,Corinthians/SP,SãoPaulo/SP
055,Cruzeiro/MG,Atlético/GO
056,Atlético/PR,Santos/SP
057,Grêmio/RS,Bahia/BA
058,Vitória/BA,Atlético/MG
059,PontePreta/SP,Chapecoense/SC
060,Avaí/SC,Flamengo/RJ
061,Fluminense/RJ,Grêmio/RS
062,Flamengo/RJ,PontePreta/SP
063,Santos/SP,Palmeiras/SP
064,Corinthians/SP,Cruzeiro/MG
065,Atlético/MG,Atlético/PR
066,Coritiba/PR,Bahia/BA
067,Sport/PE,SãoPaulo/SP
068,Vitória/BA,Botafogo/RJ
069,Atlético/GO,Avaí/SC
070,Chapecoense/SC,VascodaGama/RJ
071,Fluminense/RJ,Flamengo/RJ
072,VascodaGama/RJ,Avaí/SC
073,Santos/SP,PontePreta/SP
074,SãoPaulo/SP,Atlético/MG
075,Cruzeiro/MG,Grêmio/RS
076,Coritiba/PR,Corinthians/SP
077,Sport/PE,Vitória/BA
078,Bahia/BA,Palmeiras/SP
079,Atlético/GO,Atlético/PR
080,Chapecoense/SC,Botafogo/RJ
081,Botafogo/RJ,VascodaGama/RJ
082,Flamengo/RJ,Chapecoense/SC
083,Palmeiras/SP,Atlético/GO
084,Corinthians/SP,Bahia/BA
085,Atlético/MG,Sport/PE
086,Atlético/PR,SãoPaulo/SP
087,Grêmio/RS,Coritiba/PR
088,Vitória/BA,Santos/SP
089,PontePreta/SP,Cruzeiro/MG
090,Avaí/SC,Fluminense/RJ
091,Botafogo/RJ,Avaí/SC
092,VascodaGama/RJ,Atlético/GO
093,Santos/SP,Sport/PE
094,SãoPaulo/SP,Fluminense/RJ
095,Cruzeiro/MG,Coritiba/PR
096,Atlético/PR,Vitória/BA
097,Grêmio/RS,Corinthians/SP
098,Bahia/BA,Flamengo/RJ
099,PontePreta/SP,Palmeiras/SP
100,Chapecoense/SC,Atlético/MG
101,Fluminense/RJ,Chapecoense/SC
102,Flamengo/RJ,SãoPaulo/SP
103,Palmeiras/SP,Grêmio/RS
104,Corinthians/SP,Botafogo/RJ
105,Atlético/MG,Cruzeiro/MG
106,Coritiba/PR,VascodaGama/RJ
107,Sport/PE,Atlético/PR
108,Vitória/BA,Bahia/BA
