Campeonato:,Campeonato Brasileiro - Série C/2021,,Rodada:,3
Jogo:,Criciúma / SC X Botafogo / PB,,,
Data:,16/10/2021 Horário: 19:00 Estádio:,Heriberto Hulse / Criciuma,,
"",Arbitragem
Arbitro:,Paulo Cesar Zanovelli da Silva (AB / MG)
Arbitro Assistente 1:,Fernanda Nândrea Gomes Antunes (FIFA / MG)
Arbitro Assistente 2:,Magno Arantes Lira (AB / MG)
Quarto Arbitro:,Ronei Candido Alves (AB / MG)
Quinto Arbitro:,Jose Roberto Larroyd (CD / SC)
Delegado Local:,Guilherme dos Santos Gomes ( / )
Analista de Campo:,Cantucho João Setúbal (CBF / SC)
VAR:,Marco Aurelio Augusto Fazekas Ferreira (AB / MG)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:55Atraso:,,Não Houve Entrada do mandante: 20:02,,Atraso:,Não Houve
Entrada do visitante:,18:56Atraso:,,Não Houve Entrada do visitante: 20:02,,Atraso:,Não Houve
Início 1o Tempo:,19:00Atraso:,,Não Houve Início do 2o Tempo: 20:04,,Atraso:,Não Houve
Término do 1o Tempo:,19:49Acréscimo:,,4 min Término do 2o Tempo: 20:56,Acréscimo:,,7 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Criciúma / SC,,,,Botafogo / PB,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Gustavo,Luiz Gustavo Almeida ...,T(g),P,321622 1 Felipe,Luiz Felipe Ventura  ...,T(g),P,141698
2,Claudinho,Claudio Coelho Salvatico,T,P,532649 2 Tinga,Luiz Otavio Santos d ...,T,P,175754
3,Rodrigo,Rodrigo Fagundes de  ...,T,P,177531 3 Fred,Frederico Burgel Xavier,T,P,172404
4,Marcel,Marcel Philipe Afons ...,T,P,380308 4 Willian Ma ...,Willian Estefani Machado,T,P,431740
5,Leonardo,Leonardo de Oliveira ...,T,P,377082 6 Tsunami,Wenderson de Freitas ...,T,P,447683
6,Helder,Helder Silva Santos,T,P,185482 8 Juninho,Cicero Jose da Silva ...,T,P,163793
7,Eduardo,Eduardo Jacinto de Biasi,T,P,392562 10 Marcos Aur ...,Marcos Aurelio de Ol ...,T,P,166253
8,Dudu Vieira,Carlos Eduardo de So ...,T,P,380640 17 Welton Par ...,Welton Felipe Paragu ...,T,P,541279
9,Henan,Henan Faria Silveira,T,P,178099 22 Pablo,Pablo de Barros Paulino,T,P,181190
10,Fellipe,Fellipe Mateus de Se ...,T,P,321780 28 Savio,Savio Alves Marchiote,T,P,359819
11,Silvinho,Silvio Jose Cardoso  ...,T,P,185301 30 Cleyton,Cleyton Rafael Lima  ...,T,P,183073
12,Alisson,Alisson Machado dos  ...,R(g),P,355827 12 Lucas,Lucas Ferreira Amaral,R(g),P,378703
13,Genilson,Genilson Ventura Men ...,R,P,190137 7 Clayton,Clayton da Rosa Peixoto,R,P,330413
14,Jesse,Jesse Costa de Oliveira,R,P,304409 9 Ederson,Ederson Alves Ribeir ...,R,P,176522
15,Pedro Henr ...,Pedro Henrique Rosa,R,P,300964 11 Juba,Juberci Alves da Cruz,R,P,174754
16,Renan,Renan Carvalho Areias,R,P,337272 16 Gabriel Ar ...,Gabriel Araujo Carvalho,R,P,296295
17,Alemão Tei ...,Jucimar Jose Teixeira,R,P,295317 20 Amaral,Anderson Omar Lima d ...,R,P,292274
18,Hygor,Hygor Cleber Garcia Silva,R,P,311146 21 Luis Gustavo,Luis Gustavo Francis ...,R,P,297450
19,Luiz Paulo,Luiz Paulo Santana d ...,R,P,317236 31 Bruno Silva,Bruno Goncalves da Silva,R,P,322407
20,Dudu,Luiz Eduardo Figueiredo,R,P,188494 33 Luã,Luã Lucio Costa Rodr ...,R,P,308420
21,Guilherme,Guilherme de Melo Silva,R,P,398260,,,,
22,Maranhão,Francinilson Santos  ...,R,P,303766,,,,
23,Marcao,Marcos Assis de Santana,R,P,185680,,,,
"",,Comissão Técnica,
"",Criciúma / SC,,Botafogo / PB
Técnico:,Claudio Aparecido Tencati,Técnico:,Gerson Luiz Gusmao
Assistente Técnico:,Alessio Da Costa Antunes,Assistente Técnico:,Diego Albrecht
Médico:,Ricardo Koerich Furtado,Médico:,Fabio Farias De Lima
Treinador De Goleiros:,Mauricio Gustavo Tho Dacoregio,Treinador De Goleiros:,Gilberto Felix De Melo
Preparador Físico:,Wiliam Cesar Hauptmam,Preparador Físico:,Carlos Eduardo Maus
Massagista:,Welliton Marcilio Martins,Fisioterapeuta:,Wellington Matias De Almeida
"",,,,Cartões Amarelos
Tempo,1T/2T,No,Nome do Jogador,Equipe
09:00,1T,6,Helder Silva Santos,Criciúma/SC
"",,,Motivo: A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Reclamar contra as decisões da arbitragem,
"",,,,Cartões Vermelhos
Tempo 1T/2T,No,,Nome do Jogador,
25:00 2T,5,,Leonardo de Oliveira Costa - Criciúma/SC,
Cartão Vermelho Direto,,,Motivo: V2.  For culpado de conduta violenta - Após revisão na ara expulsei diretamente por conduta violenta por atingir com um chute,
