Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
06:00,1T,11,NR,Fernando Nathan Padilha de Arruda,,Ituano/SP
35:00,1T,11,NR,Fernando Nathan Padilha de Arruda,,Ituano/SP
05:00,2T,33,NR,Luã Lucio Costa Rodrigues,,Botafogo/PB
17:00,2T,10,NR,Gerson Alencar de Lima Junior,,Ituano/SP
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Botafogo/PB,,33 - Luã Lucio Costa Rodrigues,29 - Sanaido Pereira da Silva
45:00,INT,Ituano/SP,,20 - Carlos Eduardo Barone Barboza,7 - João Victor Lima Ferreira
22:00,2T,Botafogo/PB,,11 - Juberci Alves da Cruz,2 - Luiz Otavio Santos de Araujo
22:00,2T,Botafogo/PB,,8 - Cicero Jose da Silva Junior,9 - Ederson Alves Ribeiro Silva
25:00,2T,Botafogo/PB,,10 - Marcos Aurelio de Oliveira L...,30 - Cleyton Rafael Lima da Silva
28:00,2T,Ituano/SP,,25 - Iago Teles da Silva,11 - Fernando Nathan Padilha de A...
33:00,2T,Botafogo/PB,,16 - Gabriel Araujo Carvalho,6 - Wenderson de Freitas Soares
33:00,2T,Ituano/SP,,21 - Jose Vitor dos Santos Silva,9 - Tiago Marques Rezende
42:00,2T,Ituano/SP,,16 - Guilherme Augusto Vitor Mart...,2 - Guilherme Augusto Pacheco
42:00,2T,Ituano/SP,,13 - Matheus Aluísio dos Santos,10 - Gerson Alencar de Lima Junior
