Campeonato:,Campeonato Brasileiro - Série C/2021,,Rodada:,6
Jogo:,Ituano / SP X Botafogo / PB,,,
Data:,06/11/2021 Horário: 17:00 Estádio:,Novelli Junior / Itu,,
"",,Arbitragem
Arbitro:,Bruno Arleu de Araujo (FIFA / RJ),
Arbitro Assistente 1:,Rodrigo Figueiredo Henrique Correa (FIFA / RJ),
Arbitro Assistente 2:,Thiago Henrique Neto Correa Farinha (AB / RJ),
Quarto Arbitro:,Paulo Renato Moreira da Silva Coelho (CD / RJ),
Inspetor:,Nilson de Souza Monção (CBF / RJ),
Quinto Arbitro:,Paulo Cesar Modesto (CD / SP),
Delegado Local:,Alessio Gamberini Junior ( / SP),
Analista de Campo:,Eduardo Cesar Coronado Coelho (CBF / SP),
VAR:,Rodrigo Nunes de Sa (VAR-FIFA / RJ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:50Atraso:,,Não Houve Entrada do mandante: 18:00,,Atraso:,Não Houve
Entrada do visitante:,16:50Atraso:,,Não Houve Entrada do visitante: 18:00,,Atraso:,Não Houve
Início 1o Tempo:,17:00Atraso:,,Não Houve Início do 2o Tempo: 18:08,,Atraso:,6 min
Término do 1o Tempo:,17:47Acréscimo:,,2 min Término do 2o Tempo: 18:57,Acréscimo:,,4 min
Resultado do 1o Tempo: 2 X 0,,,Resultado Final: 3 X 1,,,
"",,,,,Relação de Jogadores,,,,
"",,Ituano / SP,,,,Botafogo / PB,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Pegorari,Jose Guilherme Guido ... T(g),,P,293383 1 Felipe,Luiz Felipe Ventura  ...,T(g),P,141698
2,Pacheco,Guilherme Augusto PachecoT,,P,310646 2 Tinga,Luiz Otavio Santos d ...,T,P,175754
3,Mateus,Mateus Ferreira da Silva T,,P,378323 3 Fred,Frederico Burgel Xavier,T,P,172404
4,Mancini,Matheus Mancini T,,P,328820 4 Willian Ma ...,Willian Estefani Machado,T,P,431740
5,Jorge Joa,Jorge Andres Roa Jimenez T,,P,622068 6 Tsunami,Wenderson de Freitas ...,T,P,447683
6,Rhuan,Rhuan Ferreira Ramos T,,P,432146 9 Ederson,Ederson Alves Ribeir ...,T,P,176522
7,Joao Victor,João Victor Lima Fer ... T,,P,436143 17 Welton Par ...,Welton Felipe Paragu ...,T,P,541279
8,Kaio,Kaio Silva Mendes T,,P,359493 22 Pablo,Pablo de Barros Paulino,T,P,181190
9,Tiago Marq ...,Tiago Marques Rezende T,,P,184899 28 Savio,Savio Alves Marchiote,T,P,359819
10,Gerson,Gerson Alencar de Li ... T,,P,147495 29 Esquerdinha,Sanaido Pereira da Silva,T,P,337959
11,Fernando,Fernando Nathan Padi ... T,,P,338498 30 Cleyton,Cleyton Rafael Lima  ...,T,P,183073
12,Edson,Edson Oliveira Barreto R(g),,P,334836 12 Lucas,Lucas Ferreira Amaral,R(g),P,378703
13,Aluísio,Matheus Aluísio dos  ... R,,P,608601 8 Juninho,Cicero Jose da Silva ...,R,P,163793
14,Lucas,Lucas Vinicius Dias Costa R,,P,427213 10 Marcos Aur ...,Marcos Aurelio de Ol ...,R,P,166253
15,Bernardo,Bernardo Schappo R,,P,500953 11 Juba,Juberci Alves da Cruz,R,P,174754
16,Guilherme  ...,Guilherme Augusto Vi ... R,,P,431284 14 Daniel,Daniel Felipe Sa Nas ...,R,P,329146
17,Bruno Lima,Bruno Felipe Lima Te ... R,,P,318691 16 Gabriel Ar ...,Gabriel Araujo Carvalho,R,P,296295
18,Henrique C ...,Henrique de Figueire ... R,,P,543264 19 Itamar,Itamar Junior Albert ...,R,P,407319
19,Luiz Henrique,Luiz Henrique Alves  ... R,,P,356113 20 Amaral,Anderson Omar Lima d ...,R,P,292274
20,Kadu Barone,Carlos Eduardo Baron ... R,,P,380299 21 Luis Gustavo,Luis Gustavo Francis ...,R,P,297450
21,Zé Vitor,Jose Vitor dos Santo ... R,,P,530438 33 Luã,Luã Lucio Costa Rodr ...,R,P,308420
25,Iago,Iago Teles da Silva R,,P,442914 34 Paulo Henr ...,Paulo Henrique Gianezini,R,P,308021
No,Apelido,Nome Completo T/R,,P/A,CBF,No,Apelido,Nome Completo,T/R,P/A,CBF
1,Pegorari,Jose Guilherme Guido ... T(g),,P,293383,1,Felipe,Luiz Felipe Ventura  ...,T(g),P,141698
2,Pacheco,Guilherme Augusto PachecoT,,P,310646,2,Tinga,Luiz Otavio Santos d ...,T,P,175754
3,Mateus,Mateus Ferreira da Silva T,,P,378323,3,Fred,Frederico Burgel Xavier,T,P,172404
4,Mancini,Matheus Mancini T,,P,328820,4,Willian Ma ...,Willian Estefani Machado,T,P,431740
5,Jorge Joa,Jorge Andres Roa Jimenez T,,P,622068,6,Tsunami,Wenderson de Freitas ...,T,P,447683
6,Rhuan,Rhuan Ferreira Ramos T,,P,432146,9,Ederson,Ederson Alves Ribeir ...,T,P,176522
7,Joao Victor,João Victor Lima Fer ... T,,P,436143,17,Welton Par ...,Welton Felipe Paragu ...,T,P,541279
8,Kaio,Kaio Silva Mendes T,,P,359493,22,Pablo,Pablo de Barros Paulino,T,P,181190
9,Tiago Marq ...,Tiago Marques Rezende T,,P,184899,28,Savio,Savio Alves Marchiote,T,P,359819
10,Gerson,Gerson Alencar de Li ... T,,P,147495,29,Esquerdinha,Sanaido Pereira da Silva,T,P,337959
11,Fernando,Fernando Nathan Padi ... T,,P,338498,30,Cleyton,Cleyton Rafael Lima  ...,T,P,183073
12,Edson,Edson Oliveira Barreto R(g),,P,334836,12,Lucas,Lucas Ferreira Amaral,R(g),P,378703
13,Aluísio,Matheus Aluísio dos  ... R,,P,608601,8,Juninho,Cicero Jose da Silva ...,R,P,163793
14,Lucas,Lucas Vinicius Dias Costa R,,P,427213,10,Marcos Aur ...,Marcos Aurelio de Ol ...,R,P,166253
15,Bernardo,Bernardo Schappo R,,P,500953,11,Juba,Juberci Alves da Cruz,R,P,174754
16,Guilherme  ...,Guilherme Augusto Vi ... R,,P,431284,14,Daniel,Daniel Felipe Sa Nas ...,R,P,329146
17,Bruno Lima,Bruno Felipe Lima Te ... R,,P,318691,16,Gabriel Ar ...,Gabriel Araujo Carvalho,R,P,296295
18,Henrique C ...,Henrique de Figueire ... R,,P,543264,19,Itamar,Itamar Junior Albert ...,R,P,407319
19,Luiz Henrique,Luiz Henrique Alves  ... R,,P,356113,20,Amaral,Anderson Omar Lima d ...,R,P,292274
20,Kadu Barone,Carlos Eduardo Baron ... R,,P,380299,21,Luis Gustavo,Luis Gustavo Francis ...,R,P,297450
21,Zé Vitor,Jose Vitor dos Santo ... R,,P,530438,33,Luã,Luã Lucio Costa Rodr ...,R,P,308420
25,Iago,Iago Teles da Silva R,,P,442914,34,Paulo Henr ...,Paulo Henrique Gianezini,R,P,308021
"",,Comissão Técnica,
"",Ituano / SP,,Botafogo / PB
Técnico:,Uiles Geraldo Goncalves Freitas Junior,Técnico:,Gerson Luiz Gusmao
Assistente Técnico:,Carlos Alberto Pimentel,Assistente Técnico:,Diego Albrecht
Médico:,Alexandre Goncalves Santoro,Médico:,Fabio Farias De Lima
Treinador De Goleiros:,Rinaldo Ferreira Da Silva,Treinador De Goleiros:,Gilberto Felix De Melo
Preparador Físico:,Gabriel Soliani Celante,Preparador Físico:,Carlos Eduardo Maus
Massagista:,Gabriel Felipe Gonzalez,Fisioterapeuta:,Wellington Matias De Almeida
"",,,,,Gols,
