CBF,In,Out,Nº,Clube
308580,00:00 - 1T,45:00 - 2T,1,Juventude/RS
292237,00:00 - 1T,45:00 - 2T,1,Csa/AL
329349,00:00 - 1T,INT,2,Juventude/RS
177606,00:00 - 1T,45:00 - 2T,6,Csa/AL
292623,00:00 - 1T,25:00 - 2T,3,Juventude/RS
340115,00:00 - 1T,45:00 - 2T,8,Csa/AL
184775,00:00 - 1T,45:00 - 2T,4,Juventude/RS
189739,00:00 - 1T,40:00 - 2T,11,Csa/AL
292274,00:00 - 1T,45:00 - 2T,5,Juventude/RS
154117,00:00 - 1T,45:00 - 2T,13,Csa/AL
364594,00:00 - 1T,45:00 - 2T,6,Juventude/RS
317763,00:00 - 1T,45:00 - 2T,14,Csa/AL
176981,00:00 - 1T,45:00 - 2T,7,Juventude/RS
323597,00:00 - 1T,29:00 - 2T,16,Csa/AL
173529,00:00 - 1T,45:00 - 2T,8,Juventude/RS
179832,00:00 - 1T,15:00 - 2T,18,Csa/AL
324490,00:00 - 1T,45:00 - 2T,9,Juventude/RS
184798,00:00 - 1T,45:00 - 2T,19,Csa/AL
335303,00:00 - 1T,11:00 - 2T,10,Juventude/RS
175018,00:00 - 1T,45:00 - 2T,22,Csa/AL
502079,00:00 - 1T,45:00 - 2T,11,Juventude/RS
169274,00:00 - 1T,45:00 - 2T,30,Csa/AL
501227,INT,45:00 - 2T,19,Juventude/RS
530339,11:00 - 2T,45:00 - 2T,16,Juventude/RS
291855,15:00 - 2T,45:00 - 2T,7,Csa/AL
336063,25:00 - 2T,45:00 - 2T,18,Juventude/RS
145923,29:00 - 2T,45:00 - 2T,15,Csa/AL
374001,40:00 - 2T,45:00 - 2T,2,Csa/AL
