CBF,In,Out,Nº,Clube
308316,00:00 - 1T,45:00 - 2T,1,Oeste/SP
324879,00:00 - 1T,45:00 - 2T,1,Atlético/GO
322852,00:00 - 1T,45:00 - 2T,2,Oeste/SP
340169,00:00 - 1T,45:00 - 2T,2,Atlético/GO
326293,00:00 - 1T,45:00 - 2T,3,Oeste/SP
349619,00:00 - 1T,45:00 - 2T,3,Atlético/GO
168608,00:00 - 1T,45:00 - 2T,4,Oeste/SP
188660,00:00 - 1T,45:00 - 2T,4,Atlético/GO
294996,00:00 - 1T,45:00 - 2T,5,Oeste/SP
298432,00:00 - 1T,45:00 - 2T,5,Atlético/GO
419442,00:00 - 1T,45:00 - 2T,6,Oeste/SP
309332,00:00 - 1T,45:00 - 2T,6,Atlético/GO
347222,00:00 - 1T,34:00 - 2T,7,Oeste/SP
160781,00:00 - 1T,45:00 - 2T,7,Atlético/GO
441035,00:00 - 1T,45:00 - 2T,8,Oeste/SP
379397,00:00 - 1T,45:00 - 2T,8,Atlético/GO
181334,00:00 - 1T,45:00 - 2T,9,Oeste/SP
337840,00:00 - 1T,26:00 - 2T,9,Atlético/GO
181254,00:00 - 1T,45:00 - 1T,10,Oeste/SP
371170,00:00 - 1T,34:00 - 2T,10,Atlético/GO
542491,00:00 - 1T,17:00 - 2T,11,Oeste/SP
360465,00:00 - 1T,45:00 - 2T,11,Atlético/GO
168766,45:00 - 1T,45:00 - 2T,18,Oeste/SP
355513,17:00 - 2T,45:00 - 2T,20,Oeste/SP
309584,26:00 - 2T,45:00 - 2T,18,Atlético/GO
540826,34:00 - 2T,45:00 - 2T,21,Oeste/SP
530666,34:00 - 2T,45:00 - 2T,19,Atlético/GO
364905,45:00 - 2T,45:00 - 2T,14,Atlético/GO
