CBF,Time,Type,Game
181681,03:00 - 1T,NR,001
310101,30:00 - 1T,NR,002
542491,12:00 - 2T,NR,002
175135,10:00 - 1T,NR,003
159612,25:00 - 1T,PN,003
159237,18:00 - 1T,NR,004
304239,35:00 - 1T,NR,004
336063,31:00 - 2T,NR,004
348138,18:00 - 2T,NR,005
374319,29:00 - 2T,NR,005
453172,+4 - 2T,FT,005
385571,36:00 - 2T,NR,006
337178,19:00 - 1T,FT,007
293685,41:00 - 1T,NR,007
293685,06:00 - 2T,NR,007
309584,37:00 - 2T,NR,007
179934,+3 - 2T,NR,007
150591,10:00 - 2T,NR,009
361347,43:00 - 1T,CT,010
427379,37:00 - 2T,NR,010
313937,+3 - 1T,NR,011
398332,44:00 - 2T,NR,011
314382,19:00 - 1T,NR,012
334457,07:00 - 2T,NR,012
308733,15:00 - 2T,PN,012
306025,44:00 - 1T,CT,013
310101,30:00 - 2T,NR,013
306019,30:00 - 1T,NR,014
293136,+3 - 1T,NR,014
350899,38:00 - 2T,NR,014
175135,45:00 - 2T,NR,014
536862,14:00 - 1T,NR,015
153189,18:00 - 1T,NR,016
424347,02:00 - 2T,CT,016
329952,06:00 - 2T,PN,017
377355,34:00 - 2T,NR,017
150547,45:00 - 1T,NR,018
185860,03:00 - 2T,NR,019
311439,30:00 - 1T,NR,020
299161,32:00 - 2T,NR,021
321556,13:00 - 1T,NR,022
374427,20:00 - 2T,NR,022
336063,06:00 - 1T,NR,023
318165,35:00 - 1T,NR,023
306019,13:00 - 2T,NR,023
306019,27:00 - 2T,NR,023
178099,11:00 - 1T,NR,024
178099,15:00 - 2T,NR,024
158675,36:00 - 1T,NR,026
319365,45:00 - 1T,NR,026
150547,31:00 - 2T,NR,026
385571,34:00 - 2T,NR,026
371170,23:00 - 1T,NR,027
310596,45:00 - 1T,NR,027
371170,13:00 - 2T,NR,027
314287,18:00 - 2T,NR,027
182466,19:00 - 2T,NR,027
175913,16:00 - 1T,PN,028
159632,31:00 - 1T,NR,028
314382,41:00 - 1T,NR,028
310101,+1 - 1T,NR,028
168608,16:00 - 2T,CT,028
179832,33:00 - 2T,PN,028
337178,17:00 - 1T,NR,029
297932,33:00 - 1T,NR,029
364085,13:00 - 2T,NR,029
334195,21:00 - 1T,NR,030
181681,24:00 - 1T,PN,030
413816,27:00 - 1T,NR,030
313755,12:00 - 1T,CT,031
318957,21:00 - 1T,NR,031
321636,24:00 - 1T,NR,031
321636,12:00 - 2T,NR,031
300562,27:00 - 2T,PN,031
308548,01:00 - 2T,NR,032
