CBF,Time,Type,Game
176522,32:00 - 1T,NR,029
291780,37:00 - 2T,NR,032
185974,30:00 - 1T,NR,061
176390,06:00 - 1T,NR,078
138908,20:00 - 2T,NR,150
177588,24:00 - 1T,NR,163
186467,05:00 - 1T,NR,232
430638,24:00 - 2T,NR,233
163518,04:00 - 1T,NR,235
291317,36:00 - 1T,NR,236
445822,06:00 - 2T,NR,237
185679,14:00 - 1T,NR,238
158893,18:00 - 1T,NR,239
185444,07:00 - 1T,NR,240
308149,02:00 - 1T,NR,242
420184,20:00 - 1T,NR,243
371689,15:00 - 1T,NR,244
445292,43:00 - 1T,NR,245
177444,05:00 - 1T,NR,248
159521,+1 - 1T,NR,249
166649,04:00 - 2T,NR,249
136752,22:00 - 1T,NR,250
297016,37:00 - 1T,NR,251
186467,33:00 - 1T,NR,252
291866,35:00 - 2T,NR,255
176375,02:00 - 1T,NR,256
191616,09:00 - 1T,NR,257
139091,30:00 - 1T,PN,259
158204,15:00 - 1T,NR,260
137644,28:00 - 1T,NR,262
160379,16:00 - 1T,NR,264
152788,35:00 - 1T,NR,265
184685,09:00 - 1T,NR,267
139091,17:00 - 2T,NR,269
138056,36:00 - 1T,NR,270
186467,12:00 - 1T,NR,271
295548,38:00 - 1T,NR,272
180838,11:00 - 1T,NR,274
299481,18:00 - 1T,NR,275
138056,04:00 - 1T,NR,276
152788,16:00 - 1T,NR,277
173277,41:00 - 2T,NR,278
293440,02:00 - 1T,NR,279
164709,44:00 - 1T,NR,280
137340,36:00 - 1T,NR,281
185974,06:00 - 2T,NR,282
305534,33:00 - 2T,NR,284
402375,04:00 - 2T,NR,285
185444,10:00 - 1T,NR,287
159747,17:00 - 1T,NR,288
155541,40:00 - 2T,NR,289
293325,05:00 - 1T,NR,291
177588,14:00 - 2T,NR,293
182246,08:00 - 1T,NR,295
326613,18:00 - 1T,NR,296
164974,01:00 - 1T,NR,297
324805,12:00 - 2T,NR,298
186140,41:00 - 1T,NR,299
431054,18:00 - 1T,NR,300
155605,06:00 - 2T,NR,301
180838,23:00 - 1T,NR,302
146817,27:00 - 1T,NR,303
155743,02:00 - 2T,NR,304
321011,01:00 - 1T,NR,307
177444,12:00 - 1T,NR,308
165065,01:00 - 1T,CT,309
167958,45:00 - 2T,CT,312
291626,08:00 - 2T,NR,314
295792,44:00 - 2T,NR,316
159341,34:00 - 1T,NR,317
173277,10:00 - 1T,NR,318
311122,44:00 - 1T,NR,319
177444,09:00 - 2T,NR,320
303981,22:00 - 1T,NR,321
186467,05:00 - 2T,NR,322
177588,+1 - 2T,PN,323
153189,39:00 - 1T,NR,325
158893,18:00 - 1T,NR,326
152788,25:00 - 2T,NR,327
159747,34:00 - 1T,NR,328
293440,12:00 - 1T,NR,329
154127,16:00 - 1T,NR,332
166061,36:00 - 1T,NR,334
169286,06:00 - 2T,NR,335
295792,24:00 - 1T,NR,336
163885,06:00 - 1T,NR,337
173277,37:00 - 1T,NR,338
291626,19:00 - 2T,NR,339
360517,36:00 - 1T,NR,340
172110,27:00 - 1T,NR,341
164237,20:00 - 1T,NR,344
444943,15:00 - 2T,NR,345
348196,19:00 - 1T,NR,346
188453,37:00 - 2T,NR,347
152788,28:00 - 1T,NR,349
292132,45:00 - 1T,NR,350
185974,18:00 - 1T,NR,352
188453,44:00 - 1T,NR,354
152788,13:00 - 1T,PN,357
173277,23:00 - 1T,NR,358
294712,26:00 - 1T,NR,359
164974,20:00 - 2T,NR,360
150201,21:00 - 1T,NR,362
164237,43:00 - 1T,NR,364
402375,16:00 - 1T,NR,365
189708,15:00 - 1T,NR,366
152788,01:00 - 1T,PN,367
190389,15:00 - 1T,NR,368
137322,38:00 - 1T,NR,369
293440,28:00 - 1T,NR,370
