CBF,In,Out,Nº,Clube
139461,00:00 - 1T,45:00 - 2T,1,Portuguesa/SP
190306,00:00 - 1T,45:00 - 2T,1,Náutico/PE
158204,00:00 - 1T,45:00 - 2T,2,Portuguesa/SP
156511,00:00 - 1T,45:00 - 2T,2,Náutico/PE
133094,00:00 - 1T,45:00 - 2T,3,Portuguesa/SP
146818,00:00 - 1T,45:00 - 2T,3,Náutico/PE
134212,00:00 - 1T,45:00 - 2T,4,Portuguesa/SP
168608,00:00 - 1T,45:00 - 2T,4,Náutico/PE
191433,00:00 - 1T,45:00 - 2T,7,Portuguesa/SP
341763,00:00 - 1T,45:00 - 2T,5,Náutico/PE
178704,00:00 - 1T,45:00 - 2T,8,Portuguesa/SP
177998,00:00 - 1T,45:00 - 2T,6,Náutico/PE
185444,00:00 - 1T,45:00 - 2T,9,Portuguesa/SP
189739,00:00 - 1T,45:00 - 2T,7,Náutico/PE
136911,00:00 - 1T,45:00 - 2T,10,Portuguesa/SP
166491,00:00 - 1T,45:00 - 2T,8,Náutico/PE
292132,00:00 - 1T,45:00 - 2T,11,Portuguesa/SP
176512,00:00 - 1T,45:00 - 2T,10,Náutico/PE
 15110,00:00 - 1T,45:00 - 2T,10,Portuguesa/SP
189999,00:00 - 1T,45:00 - 2T, 1,Náutico/PE
318691,00:00 - 1T,45:00 - 2T,5,Portuguesa/SP
445822,00:00 - 1T,45:00 - 2T,19,Náutico/PE
