CBF,In,Out,Nº,Clube
159483,00:00 - 1T,45:00 - 2T,1,Campinense/PB
153489,00:00 - 1T,45:00 - 2T,1,Murici/AL
297409,00:00 - 1T,45:00 - 2T,2,Campinense/PB
373864,00:00 - 1T,45:00 - 2T,2,Murici/AL
174017,00:00 - 1T,45:00 - 2T,3,Campinense/PB
398549,00:00 - 1T,45:00 - 2T,3,Murici/AL
391581,00:00 - 1T,45:00 - 2T,4,Campinense/PB
152240,00:00 - 1T,45:00 - 2T,4,Murici/AL
173707,00:00 - 1T,45:00 - 2T,5,Campinense/PB
341335,00:00 - 1T,45:00 - 2T,5,Murici/AL
343576,00:00 - 1T,45:00 - 2T,6,Campinense/PB
370456,00:00 - 1T,45:00 - 2T,6,Murici/AL
292998,00:00 - 1T,45:00 - 2T,7,Campinense/PB
326858,00:00 - 1T,45:00 - 2T,7,Murici/AL
299373,00:00 - 1T,19:00 - 2T,8,Campinense/PB
153488,00:00 - 1T,23:00 - 2T,8,Murici/AL
342354,00:00 - 1T,34:00 - 2T,9,Campinense/PB
406213,00:00 - 1T,41:00 - 2T,9,Murici/AL
160515,00:00 - 1T,29:00 - 2T,10,Campinense/PB
304291,00:00 - 1T,45:00 - 2T,10,Murici/AL
308020,00:00 - 1T,45:00 - 2T,11,Campinense/PB
183774,00:00 - 1T,23:00 - 2T,11,Murici/AL
343575,19:00 - 2T,45 - 2T,20,Campinense/PB
185441,23:00 - 2T,45 - 2T,19,Murici/AL
151440,23:00 - 2T,45 - 2T,18,Murici/AL
350031,29:00 - 2T,45 - 2T,22,Campinense/PB
401299,34:00 - 2T,45 - 2T,19,Campinense/PB
392794,41:00 - 2T,45 - 2T,13,Murici/AL
