CBF,In,Out,Nº,Clube
166923,00:00 - 1T,45:00 - 2T,1,SãoRaimundo/PA
373411,00:00 - 1T,45:00 - 2T,1,RioBranco/AC
158960,00:00 - 1T,45:00 - 2T,2,SãoRaimundo/PA
415329,00:00 - 1T,45:00 - 2T,2,RioBranco/AC
291329,00:00 - 1T,45:00 - 2T,3,SãoRaimundo/PA
415332,00:00 - 1T,45:00 - 2T,3,RioBranco/AC
369681,00:00 - 1T,45:00 - 2T,5,SãoRaimundo/PA
316843,00:00 - 1T,45:00 - 2T,4,RioBranco/AC
357680,00:00 - 1T,45:00 - 2T,6,SãoRaimundo/PA
153707,00:00 - 1T,45:00 - 2T,5,RioBranco/AC
399717,00:00 - 1T,45:00 - 2T,7,SãoRaimundo/PA
367842,00:00 - 1T,45:00 - 2T,6,RioBranco/AC
458878,00:00 - 1T,45:00 - 2T,8,SãoRaimundo/PA
163274,00:00 - 1T,45:00 - 2T,7,RioBranco/AC
180903,00:00 - 1T,45:00 - 2T,9,SãoRaimundo/PA
367541,00:00 - 1T,45:00 - 2T,8,RioBranco/AC
519630,00:00 - 1T,45:00 - 2T,11,SãoRaimundo/PA
179696,00:00 - 1T,45:00 - 2T,9,RioBranco/AC
291387,00:00 - 1T,45:00 - 2T,19,SãoRaimundo/PA
292221,00:00 - 1T,45:00 - 2T,10,RioBranco/AC
174546,00:00 - 1T,45:00 - 2T,20,SãoRaimundo/PA
372811,00:00 - 1T,45:00 - 2T,11,RioBranco/AC
