CBF,In,Out,Nº,Clube
137133,00:00 - 1T,45:00 - 2T,1,Ituano/SP
294101,00:00 - 1T,45:00 - 2T,1,Linense/SP
322785,00:00 - 1T,45:00 - 2T,2,Ituano/SP
317758,00:00 - 1T,45:00 - 2T,2,Linense/SP
186873,00:00 - 1T,45:00 - 2T,3,Ituano/SP
340298,00:00 - 1T,45:00 - 2T,3,Linense/SP
392015,00:00 - 1T,45:00 - 2T,4,Ituano/SP
188559,00:00 - 1T,45:00 - 2T,4,Linense/SP
147781,00:00 - 1T,45:00 - 2T,5,Ituano/SP
354866,00:00 - 1T,45:00 - 2T,5,Linense/SP
182630,00:00 - 1T,45:00 - 2T,6,Ituano/SP
405970,00:00 - 1T,45:00 - 2T,9,Linense/SP
172279,00:00 - 1T,45:00 - 2T,7,Ituano/SP
159768,00:00 - 1T,45:00 - 2T,10,Linense/SP
313043,00:00 - 1T,45:00 - 2T,11,Ituano/SP
176486,00:00 - 1T,45:00 - 2T,11,Linense/SP
392864,39:00 - 2T,45 - 2T,14,Ituano/SP
295426,12:00 - 2T,45 - 2T,16,Linense/SP
161736,08:00 - 2T,45 - 2T,18,Ituano/SP
177920,25:00 - 2T,45 - 2T,18,Linense/SP
398332,18:00 - 2T,45 - 2T,20,Ituano/SP
169450,09:00 - 2T,45 - 2T,20,Linense/SP
161736,08:00 - 2T,45 - 2T,18,Ituano/SP
169450,09:00 - 2T,45 - 2T,20,Linense/SP
295426,12:00 - 2T,45 - 2T,16,Linense/SP
398332,18:00 - 2T,45 - 2T,20,Ituano/SP
177920,25:00 - 2T,45 - 2T,18,Linense/SP
392864,39:00 - 2T,45 - 2T,14,Ituano/SP
