CBF,In,Out,Nº,Clube
308086,00:00 - 1T,45:00 - 2T,1,Operário/MT
315788,00:00 - 1T,45:00 - 2T,1,Comercial/MS
186256,00:00 - 1T,45:00 - 2T,2,Operário/MT
178940,00:00 - 1T,45:00 - 2T,2,Comercial/MS
299500,00:00 - 1T,45:00 - 2T,3,Operário/MT
165197,00:00 - 1T,45:00 - 2T,3,Comercial/MS
153688,00:00 - 1T,45:00 - 2T,4,Operário/MT
167737,00:00 - 1T,45:00 - 2T,4,Comercial/MS
165127,00:00 - 1T,45:00 - 2T,5,Operário/MT
388303,00:00 - 1T,24:00 - 2T,5,Comercial/MS
303886,00:00 - 1T,45:00 - 2T,6,Operário/MT
183245,00:00 - 1T,45:00 - 2T,6,Comercial/MS
179984,00:00 - 1T,45:00 - 2T,7,Operário/MT
317521,00:00 - 1T,45:00 - 2T,7,Comercial/MS
184910,00:00 - 1T,37:00 - 2T,8,Operário/MT
145900,00:00 - 1T,45:00 - 2T,8,Comercial/MS
293685,00:00 - 1T,31:00 - 2T,9,Operário/MT
320182,00:00 - 1T,16:00 - 2T,9,Comercial/MS
170031,00:00 - 1T,INT,10,Operário/MT
417743,00:00 - 1T,36:00 - 1T,10,Comercial/MS
306066,00:00 - 1T,45:00 - 2T,11,Operário/MT
186326,00:00 - 1T,45:00 - 2T,11,Comercial/MS
150689,INT,45 - 2T,20,Operário/MT
315090,36:00 - 1T,45 - 2T,14,Comercial/MS
150983,16:00 - 2T,45 - 2T,18,Comercial/MS
164342,24:00 - 2T,45 - 2T,16,Comercial/MS
167995,31:00 - 2T,45 - 2T,15,Operário/MT
359516,37:00 - 2T,45 - 2T,14,Operário/MT
