CBF,In,Out,Nº,Clube
324829,00:00 - 1T,45:00 - 2T,1,Oeste/SP
155703,00:00 - 1T,45:00 - 2T,1,Paraná/PR
331532,00:00 - 1T,45:00 - 2T,2,Oeste/SP
359493,00:00 - 1T,45:00 - 2T,2,Paraná/PR
373263,00:00 - 1T,45:00 - 2T,3,Oeste/SP
527696,00:00 - 1T,45:00 - 2T,3,Paraná/PR
400624,00:00 - 1T,45:00 - 2T,4,Oeste/SP
567231,00:00 - 1T,45:00 - 2T,4,Paraná/PR
541949,00:00 - 1T,16:00 - 2T,5,Oeste/SP
457038,00:00 - 1T,21:00 - 2T,5,Paraná/PR
583841,00:00 - 1T,26:00 - 2T,6,Oeste/SP
387314,00:00 - 1T,45:00 - 2T,6,Paraná/PR
540826,00:00 - 1T,16:00 - 2T,7,Oeste/SP
511021,00:00 - 1T,42:00 - 2T,7,Paraná/PR
413020,00:00 - 1T,45:00 - 2T,8,Oeste/SP
350223,00:00 - 1T,45:00 - 2T,8,Paraná/PR
360598,00:00 - 1T,INT,9,Oeste/SP
168956,00:00 - 1T,42:00 - 2T,9,Paraná/PR
581191,00:00 - 1T,45:00 - 2T,10,Oeste/SP
427004,00:00 - 1T,14:00 - 2T,10,Paraná/PR
542491,00:00 - 1T,36:00 - 2T,11,Oeste/SP
514672,00:00 - 1T,14:00 - 2T,11,Paraná/PR
344838,INT,45 - 2T,18,Oeste/SP
348895,14:00 - 2T,45 - 2T,18,Paraná/PR
310804,14:00 - 2T,45 - 2T,20,Paraná/PR
550803,16:00 - 2T,45 - 2T,20,Oeste/SP
437900,16:00 - 2T,45 - 2T,19,Oeste/SP
520031,21:00 - 2T,45 - 2T,16,Paraná/PR
403179,26:00 - 2T,45 - 2T,13,Oeste/SP
512737,36:00 - 2T,45 - 2T,16,Oeste/SP
335479,42:00 - 2T,45 - 2T,15,Paraná/PR
655870,42:00 - 2T,45 - 2T,17,Paraná/PR
