CBF,In,Out,Nº,Clube
155703,00:00 - 1T,45:00 - 2T,1,Paraná/PR
357971,00:00 - 1T,45:00 - 2T,12,Cruzeiro/MG
359493,00:00 - 1T,45:00 - 2T,2,Paraná/PR
646420,00:00 - 1T,45:00 - 2T,2,Cruzeiro/MG
160686,00:00 - 1T,40:00 - 2T,3,Paraná/PR
301087,00:00 - 1T,45:00 - 2T,11,Cruzeiro/MG
567231,00:00 - 1T,45:00 - 2T,4,Paraná/PR
459574,00:00 - 1T,45:00 - 2T,15,Cruzeiro/MG
457038,00:00 - 1T,45:00 - 2T,5,Paraná/PR
459007,00:00 - 1T,41:00 - 2T,21,Cruzeiro/MG
335479,00:00 - 1T,45:00 - 2T,6,Paraná/PR
150549,00:00 - 1T,45:00 - 2T,23,Cruzeiro/MG
511021,00:00 - 1T,31:00 - 2T,7,Paraná/PR
500915,00:00 - 1T,45:00 - 2T,33,Cruzeiro/MG
350223,00:00 - 1T,40:00 - 2T,8,Paraná/PR
508468,00:00 - 1T,45:00 - 2T,36,Cruzeiro/MG
514672,00:00 - 1T,31:00 - 2T,9,Paraná/PR
607266,00:00 - 1T,45:00 - 2T,50,Cruzeiro/MG
174071,00:00 - 1T,45:00 - 2T,10,Paraná/PR
302192,00:00 - 1T,45:00 - 2T,88,Cruzeiro/MG
427004,00:00 - 1T,45:00 - 2T,11,Paraná/PR
318493,00:00 - 1T,41:00 - 2T,94,Cruzeiro/MG
310804,31:00 - 2T,45:00 - 2T,19,Paraná/PR
520031,31:00 - 2T,45:00 - 2T,15,Paraná/PR
400192,40:00 - 2T,45:00 - 2T,13,Paraná/PR
518414,40:00 - 2T,45:00 - 2T,16,Paraná/PR
556127,41:00 - 2T,45:00 - 2T,49,Cruzeiro/MG
568151,41:00 - 2T,45:00 - 2T,19,Cruzeiro/MG
