CBF,In,Out,Nº,Clube
353219,00:00 - 1T,45:00 - 2T,1,4deJulho/PI
306158,00:00 - 1T,45:00 - 2T,26,Ferroviário/CE
146450,00:00 - 1T,45:00 - 2T,2,4deJulho/PI
189041,00:00 - 1T,45:00 - 2T,2,Ferroviário/CE
167797,00:00 - 1T,45:00 - 2T,3,4deJulho/PI
401846,00:00 - 1T,45:00 - 2T,3,Ferroviário/CE
179139,00:00 - 1T,45:00 - 2T,4,4deJulho/PI
163413,00:00 - 1T,45:00 - 2T,4,Ferroviário/CE
463072,00:00 - 1T,45:00 - 2T,5,4deJulho/PI
326805,00:00 - 1T,45:00 - 2T,5,Ferroviário/CE
430891,00:00 - 1T,45:00 - 2T,6,4deJulho/PI
376801,00:00 - 1T,45:00 - 2T,6,Ferroviário/CE
392714,00:00 - 1T,45:00 - 2T,7,4deJulho/PI
176095,00:00 - 1T,10:00 - 2T,7,Ferroviário/CE
177728,00:00 - 1T,45:00 - 2T,8,4deJulho/PI
137976,00:00 - 1T,45:00 - 2T,8,Ferroviário/CE
154065,00:00 - 1T,45:00 - 2T,9,4deJulho/PI
298941,00:00 - 1T,45:00 - 2T,9,Ferroviário/CE
157557,00:00 - 1T,45:00 - 2T,10,4deJulho/PI
364594,00:00 - 1T,42:00 - 2T,10,Ferroviário/CE
330129,00:00 - 1T,45:00 - 2T,11,4deJulho/PI
371590,00:00 - 1T,26:00 - 2T,11,Ferroviário/CE
179811,10:00 - 2T,45 - 2T,20,Ferroviário/CE
368911,26:00 - 2T,45 - 2T,12,Ferroviário/CE
300045,42:00 - 2T,45 - 2T,17,Ferroviário/CE
