CBF,In,Out,Nº,Clube
133435,00:00 - 1T,45:00 - 2T,1,Lajeadense/RS
178321,00:00 - 1T,45:00 - 2T,1,J.Malucelli/PR
168698,00:00 - 1T,45:00 - 2T,2,Lajeadense/RS
187910,00:00 - 1T,45:00 - 2T,2,J.Malucelli/PR
361960,00:00 - 1T,45:00 - 2T,3,Lajeadense/RS
175588,00:00 - 1T,45:00 - 2T,3,J.Malucelli/PR
138323,00:00 - 1T,45:00 - 2T,4,Lajeadense/RS
171976,00:00 - 1T,45:00 - 2T,4,J.Malucelli/PR
188512,00:00 - 1T,45:00 - 2T,5,Lajeadense/RS
294386,00:00 - 1T,45:00 - 2T,5,J.Malucelli/PR
146968,00:00 - 1T,45:00 - 2T,6,Lajeadense/RS
309584,00:00 - 1T,45:00 - 2T,6,J.Malucelli/PR
178922,00:00 - 1T,45:00 - 2T,7,Lajeadense/RS
159772,00:00 - 1T,45:00 - 2T,7,J.Malucelli/PR
346833,00:00 - 1T,45:00 - 2T,8,Lajeadense/RS
138233,00:00 - 1T,45:00 - 2T,8,J.Malucelli/PR
164028,00:00 - 1T,45:00 - 2T,9,Lajeadense/RS
162152,00:00 - 1T,45:00 - 2T,9,J.Malucelli/PR
154967,00:00 - 1T,45:00 - 2T,10,Lajeadense/RS
183845,00:00 - 1T,45:00 - 2T,10,J.Malucelli/PR
323744,00:00 - 1T,45:00 - 2T,11,Lajeadense/RS
166671,00:00 - 1T,45:00 - 2T,11,J.Malucelli/PR
