CBF,Time,Type,Game
163069,33:00 - 1T,NR,002
307995,45:00 - 1T,PN,002
176343,23:00 - 2T,NR,002
176343,21:00 - 2T,PN,004
162647,44:00 - 2T,NR,004
177601,12:00 - 1T,NR,005
130162,29:00 - 1T,NR,005
130162,34:00 - 1T,PN,005
179370,25:00 - 1T,NR,006
298028,29:00 - 1T,NR,006
152199,31:00 - 2T,NR,006
179673,34:00 - 2T,NR,006
144441,43:00 - 2T,PN,006
179370,43:00 - 2T,NR,006
166682,05:00 - 2T,NR,007
296884,02:00 - 2T,NR,011
163722,11:00 - 2T,NR,011
161947,20:00 - 2T,FT,011
130162,31:00 - 2T,NR,012
166163,24:00 - 2T,NR,013
291610,29:00 - 2T,NR,013
138172,35:00 - 2T,PN,013
190327,08:00 - 2T,NR,015
308255,32:00 - 2T,NR,015
173395,33:00 - 2T,NR,015
172020,20:00 - 1T,NR,016
162647,37:00 - 1T,NR,016
152199,04:00 - 2T,NR,016
152199,05:00 - 2T,NR,016
179673,22:00 - 1T,NR,018
162647,30:00 - 1T,NR,018
295258,15:00 - 2T,NR,018
291610,12:00 - 1T,NR,019
182085,25:00 - 2T,NR,019
166682,29:00 - 2T,NR,019
180700,38:00 - 2T,NR,019
163722,20:00 - 1T,NR,020
346815,28:00 - 1T,NR,020
340020,+1 - 1T,PN,020
340020,20:00 - 2T,PN,020
176343,30:00 - 2T,NR,020
162647,40:00 - 2T,NR,020
162647,44:00 - 2T,NR,020
164221,15:00 - 1T,NR,021
164221,01:00 - 2T,NR,021
164221,42:00 - 2T,PN,021
342613,+1 - 2T,NR,021
309315,03:00 - 1T,NR,024
307324,36:00 - 1T,NR,024
172045,19:00 - 2T,NR,024
172045,33:00 - 2T,NR,024
151871,12:00 - 1T,NR,025
172266,03:00 - 2T,NR,025
133765,11:00 - 2T,NR,025
172045,23:00 - 2T,FT,025
133765,45:00 - 2T,PN,025
307324,41:00 - 2T,NR,030
292919,+2 - 2T,NR,030
178939,40:00 - 2T,NR,031
342613,19:00 - 2T,NR,032
334012,23:00 - 2T,NR,032
342947,28:00 - 1T,NR,033
172162,42:00 - 2T,NR,033
153547,20:00 - 2T,NR,034
336836,03:00 - 1T,NR,038
324914,20:00 - 2T,NR,038
151886,08:00 - 1T,NR,039
346926,24:00 - 1T,FT,040
157213,27:00 - 1T,NR,040
346926,37:00 - 1T,PN,040
154200,40:00 - 1T,NR,040
346926,17:00 - 2T,NR,040
161530,42:00 - 2T,NR,041
145941,16:00 - 1T,NR,045
308020,31:00 - 2T,NR,045
298432,43:00 - 2T,NR,045
173392,35:00 - 1T,NR,047
144831,13:00 - 1T,NR,048
182860,12:00 - 2T,NR,048
340253,42:00 - 2T,NR,048
164408,04:00 - 2T,NR,050
182867,06:00 - 1T,NR,051
177608,29:00 - 1T,NR,051
153983,02:00 - 2T,NR,051
182860,08:00 - 2T,NR,052
144831,20:00 - 2T,NR,052
145941,39:00 - 2T,PN,052
177884,11:00 - 1T,NR,053
442278,12:00 - 1T,NR,056
178542,15:00 - 2T,FT,056
151388,+1 - 2T,NR,056
184416,20:00 - 2T,NR,058
300257,24:00 - 2T,NR,058
184695,33:00 - 1T,NR,060
184578,36:00 - 1T,NR,060
171250,42:00 - 2T,NR,060
146128,44:00 - 2T,NR,060
172922,+2 - 2T,NR,060
296783,31:00 - 1T,NR,064
158903,05:00 - 2T,NR,064
161693,16:00 - 2T,NR,066
158903,23:00 - 1T,NR,068
135109,38:00 - 2T,NR,068
309071,19:00 - 2T,NR,069
139779,27:00 - 2T,NR,076
139779,40:00 - 2T,NR,076
142996,05:00 - 1T,NR,078
139779,09:00 - 1T,NR,078
154976,10:00 - 1T,NR,078
189098,28:00 - 2T,NR,078
173301,45:00 - 2T,NR,078
304035,33:00 - 1T,NR,079
142996,20:00 - 1T,NR,080
177240,22:00 - 1T,NR,080
309071,37:00 - 1T,NR,080
139779,07:00 - 2T,NR,080
291775,43:00 - 2T,NR,080
169274,+3 - 2T,PN,080
428887,10:00 - 2T,NR,081
181334,38:00 - 1T,NR,083
159694,+1 - 1T,NR,083
347102,40:00 - 2T,NR,083
300768,39:00 - 1T,NR,086
127263,43:00 - 2T,NR,086
186201,05:00 - 2T,NR,087
175223,38:00 - 2T,NR,087
143883,01:00 - 2T,CT,093
347102,18:00 - 2T,NR,093
148274,21:00 - 2T,NR,093
332037,19:00 - 1T,NR,094
150471,06:00 - 2T,FT,094
144383,21:00 - 2T,NR,094
332037,31:00 - 2T,NR,094
332037,35:00 - 2T,NR,094
143485,33:00 - 2T,NR,098
176809,21:00 - 1T,NR,101
182518,02:00 - 1T,FT,102
121951,04:00 - 1T,PN,102
136053,36:00 - 1T,NR,102
328098,17:00 - 2T,NR,102
182518,23:00 - 2T,FT,102
167360,37:00 - 2T,NR,102
180554,+3 - 2T,FT,102
373420,44:00 - 1T,NR,103
121951,01:00 - 1T,NR,104
121951,04:00 - 2T,NR,104
121951,14:00 - 2T,NR,104
364512,06:00 - 1T,NR,105
182518,01:00 - 2T,FT,105
176858,15:00 - 2T,NR,105
153507,30:00 - 2T,NR,105
182518,44:00 - 2T,NR,105
169859,26:00 - 1T,NR,106
184545,20:00 - 1T,NR,107
166101,33:00 - 2T,NR,108
328098,17:00 - 2T,NR,110
328098,20:00 - 2T,NR,110
307667,28:00 - 2T,NR,110
188557,08:00 - 1T,NR,112
293986,35:00 - 1T,NR,112
293986,09:00 - 2T,NR,112
166101,15:00 - 1T,NR,117
293986,33:00 - 1T,NR,117
295602,36:00 - 1T,PN,117
175439,11:00 - 2T,NR,117
121951,25:00 - 2T,NR,118
319285,26:00 - 1T,NR,119
129611,+2 - 2T,NR,119
158697,29:00 - 1T,NR,120
291820,35:00 - 1T,NR,120
121951,42:00 - 1T,NR,120
177586,43:00 - 1T,NR,121
176902,15:00 - 2T,NR,121
301944,01:00 - 1T,NR,122
329667,09:00 - 1T,NR,122
191433,10:00 - 2T,NR,122
131923,34:00 - 1T,FT,123
181280,25:00 - 2T,NR,123
176902,30:00 - 2T,NR,123
153946,40:00 - 1T,FT,124
159089,23:00 - 2T,NR,124
159089,+3 - 2T,NR,124
315116,30:00 - 1T,PN,125
153247,33:00 - 1T,NR,125
298023,29:00 - 2T,NR,125
159089,42:00 - 1T,NR,126
159312,06:00 - 2T,NR,126
298161,24:00 - 2T,NR,126
315116,35:00 - 1T,NR,128
310932,42:00 - 1T,NR,128
130216,09:00 - 2T,NR,128
191433,05:00 - 1T,NR,130
167975,27:00 - 1T,NR,130
329667,18:00 - 1T,NR,131
316481,25:00 - 2T,NR,133
181184,44:00 - 2T,PN,133
157628,09:00 - 1T,NR,134
172513,17:00 - 1T,NR,134
172053,+1 - 2T,FT,134
305753,23:00 - 1T,FT,135
181209,26:00 - 1T,NR,135
308008,17:00 - 1T,NR,136
329389,29:00 - 1T,NR,137
155945,37:00 - 2T,NR,137
310932,11:00 - 1T,NR,138
162152,21:00 - 1T,NR,141
146968,29:00 - 1T,NR,141
146968,32:00 - 1T,NR,141
178922,35:00 - 1T,NR,141
159772,05:00 - 2T,NR,141
159772,08:00 - 2T,NR,141
164028,32:00 - 2T,NR,141
162152,34:00 - 2T,NR,141
132561,35:00 - 1T,NR,142
161623,23:00 - 2T,NR,142
323769,33:00 - 2T,NR,142
154847,41:00 - 2T,NR,146
160834,08:00 - 2T,NR,147
161671,34:00 - 2T,NR,147
172920,21:00 - 1T,NR,148
181936,16:00 - 1T,NR,149
136580,40:00 - 2T,NR,149
152046,08:00 - 1T,NR,150
174233,35:00 - 2T,NR,150
155173,20:00 - 1T,NR,151
299686,33:00 - 2T,NR,151
154967,21:00 - 1T,PN,152
185095,44:00 - 1T,NR,152
340218,20:00 - 2T,NR,152
183845,04:00 - 1T,NR,153
161624,07:00 - 1T,NR,153
162152,26:00 - 2T,NR,153
299686,45:00 - 2T,NR,153
141558,24:00 - 1T,NR,155
151715,32:00 - 1T,NR,155
314444,32:00 - 2T,NR,155
340218,38:00 - 1T,NR,156
134967,04:00 - 2T,NR,156
188941,22:00 - 2T,NR,156
160834,16:00 - 1T,NR,157
138233,26:00 - 1T,NR,157
340218,27:00 - 1T,NR,157
169816,35:00 - 2T,NR,157
299686,39:00 - 2T,NR,157
308525,12:00 - 1T,NR,158
172686,19:00 - 1T,NR,158
132561,04:00 - 2T,NR,158
161623,39:00 - 2T,NR,158
161624,09:00 - 2T,NR,160
292467,14:00 - 1T,NR,162
163069,23:00 - 1T,NR,162
162647,20:00 - 2T,NR,162
164221,24:00 - 2T,NR,162
167753,18:00 - 1T,NR,165
145941,34:00 - 1T,NR,165
368089,08:00 - 2T,NR,165
300257,27:00 - 2T,NR,165
169274,27:00 - 1T,NR,168
160515,31:00 - 1T,NR,168
346574,20:00 - 2T,CT,168
