CBF,In,Out,Nº,Clube
295557,00:00 - 1T,45:00 - 2T,93,Chapecoense/SC
384823,00:00 - 1T,45:00 - 2T,87,Atlético/MG
332318,00:00 - 1T,45:00 - 2T,6,Chapecoense/SC
181262,00:00 - 1T,45:00 - 2T,5,Atlético/MG
314059,00:00 - 1T,45:00 - 2T,7,Chapecoense/SC
554728,00:00 - 1T,11:00 - 2T,11,Atlético/MG
330966,00:00 - 1T,45:00 - 2T,8,Chapecoense/SC
151437,00:00 - 1T,45:00 - 2T,13,Atlético/MG
152788,00:00 - 1T,24:00 - 2T,9,Chapecoense/SC
301089,00:00 - 1T,04:00 - 1T,16,Atlético/MG
389228,00:00 - 1T,45:00 - 2T,14,Chapecoense/SC
339155,00:00 - 1T,31:00 - 2T,20,Atlético/MG
292833,00:00 - 1T,45:00 - 2T,17,Chapecoense/SC
328820,00:00 - 1T,45:00 - 2T,23,Atlético/MG
291540,00:00 - 1T,INT,18,Chapecoense/SC
315979,00:00 - 1T,45:00 - 2T,25,Atlético/MG
335012,00:00 - 1T,45:00 - 2T,21,Chapecoense/SC
347221,00:00 - 1T,45:00 - 2T,31,Atlético/MG
172576,00:00 - 1T,45:00 - 2T,22,Chapecoense/SC
162466,00:00 - 1T,45:00 - 2T,85,Atlético/MG
389361,00:00 - 1T,34:00 - 2T,25,Chapecoense/SC
307366,00:00 - 1T,45:00 - 2T,92,Atlético/MG
413816,INT,45 - 2T,32,Chapecoense/SC
500272,04:00 - 1T,45 - 2T,36,Atlético/MG
298595,11:00 - 2T,45 - 2T,27,Atlético/MG
163514,24:00 - 2T,45 - 2T,10,Chapecoense/SC
504064,31:00 - 2T,45 - 2T,37,Atlético/MG
146284,34:00 - 2T,45 - 2T,30,Chapecoense/SC
