CBF,In,Out,Nº,Clube
187462,00:00 - 1T,45:00 - 2T,1,Gaúcho/RS
143611,00:00 - 1T,45:00 - 2T,1,Boavista/RJ
322328,00:00 - 1T,45:00 - 2T,3,Gaúcho/RS
412758,00:00 - 1T,45:00 - 2T,4,Boavista/RJ
434442,00:00 - 1T,45:00 - 2T,4,Gaúcho/RS
177076,00:00 - 1T,45:00 - 2T,8,Boavista/RJ
508521,00:00 - 1T,45:00 - 2T,5,Gaúcho/RS
317763,00:00 - 1T,45:00 - 2T,14,Boavista/RJ
390824,00:00 - 1T,INT,7,Gaúcho/RS
387314,00:00 - 1T,45:00 - 2T,16,Boavista/RJ
188023,00:00 - 1T,45:00 - 2T,8,Gaúcho/RS
457846,00:00 - 1T,45:00 - 2T,20,Boavista/RJ
163676,00:00 - 1T,45:00 - 2T,10,Gaúcho/RS
316923,00:00 - 1T,45:00 - 2T,21,Boavista/RJ
380228,00:00 - 1T,09:00 - 2T,18,Gaúcho/RS
298013,00:00 - 1T,45:00 - 2T,25,Boavista/RJ
362492,00:00 - 1T,32:00 - 1T,26,Gaúcho/RS
307772,00:00 - 1T,15:00 - 2T,33,Boavista/RJ
359914,00:00 - 1T,45:00 - 2T,27,Gaúcho/RS
145923,00:00 - 1T,INT,34,Boavista/RJ
361730,00:00 - 1T,45:00 - 2T,28,Gaúcho/RS
176417,00:00 - 1T,45:00 - 2T,35,Boavista/RJ
648650,INT,33:00 - 2T,18,Boavista/RJ
392057,INT,45:00 - 2T,17,Gaúcho/RS
401480,32:00 - 1T,45:00 - 2T,21,Gaúcho/RS
463397,09:00 - 2T,45:00 - 2T,9,Gaúcho/RS
371590,15:00 - 2T,45:00 - 2T,11,Boavista/RJ
452314,33:00 - 2T,45:00 - 2T,24,Boavista/RJ
