CBF,In,Out,Nº,Clube
359929,00:00 - 1T,45:00 - 2T,1,VitoriaF.C./ES
170420,00:00 - 1T,45:00 - 2T,1,Sobradinho/DF
361103,00:00 - 1T,45:00 - 2T,2,VitoriaF.C./ES
394002,00:00 - 1T,45:00 - 2T,2,Sobradinho/DF
452151,00:00 - 1T,45:00 - 2T,3,VitoriaF.C./ES
525681,00:00 - 1T,45:00 - 2T,3,Sobradinho/DF
321857,00:00 - 1T,45:00 - 2T,4,VitoriaF.C./ES
385513,00:00 - 1T,45:00 - 2T,4,Sobradinho/DF
295860,00:00 - 1T,45:00 - 2T,5,VitoriaF.C./ES
187800,00:00 - 1T,15:00 - 2T,5,Sobradinho/DF
370343,00:00 - 1T,45:00 - 2T,6,VitoriaF.C./ES
351662,00:00 - 1T,45:00 - 2T,6,Sobradinho/DF
369703,00:00 - 1T,45:00 - 2T,7,VitoriaF.C./ES
411984,00:00 - 1T,45:00 - 2T,7,Sobradinho/DF
172362,00:00 - 1T,45:00 - 2T,8,VitoriaF.C./ES
508734,00:00 - 1T,45:00 - 2T,8,Sobradinho/DF
424095,00:00 - 1T,45:00 - 2T,9,VitoriaF.C./ES
418122,00:00 - 1T,45:00 - 2T,9,Sobradinho/DF
155141,00:00 - 1T,45:00 - 2T,10,VitoriaF.C./ES
331535,00:00 - 1T,11:00 - 2T,10,Sobradinho/DF
299190,00:00 - 1T,45:00 - 2T,11,VitoriaF.C./ES
354568,00:00 - 1T,26:00 - 2T,11,Sobradinho/DF
516991,11:00 - 2T,45:00 - 2T,16,Sobradinho/DF
184096,15:00 - 2T,45:00 - 2T,13,Sobradinho/DF
388534,26:00 - 2T,45:00 - 2T,18,Sobradinho/DF
