CBF,In,Out,Nº,Clube
137686,00:00 - 1T,45:00 - 2T,1,Botafogo/PB
 30561,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
151449,00:00 - 1T,45:00 - 2T,2,Botafogo/PB
 36482,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
188559,00:00 - 1T,45:00 - 2T,3,Botafogo/PB
 18182,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
165485,00:00 - 1T,45:00 - 2T,4,Botafogo/PB
 14089,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
182304,00:00 - 1T,29:00 - 2T,5,Botafogo/PB
 14696,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
138172,00:00 - 1T,45:00 - 2T,6,Botafogo/PB
 36799,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
317236,00:00 - 1T,12:00 - 2T,7,Botafogo/PB
 17856,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
169274,00:00 - 1T,INT,8,Botafogo/PB
 15923,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
176623,00:00 - 1T,45:00 - 2T,9,Botafogo/PB
 18139,00:00 - 1T,21:00 - 2T,10,Paysandu/PA
142996,00:00 - 1T,45:00 - 2T,10,Botafogo/PB
 15924,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
167244,00:00 - 1T,45:00 - 2T,11,Botafogo/PB
 18604,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
160515,INT,45 - 2T,21,Botafogo/PB
166291,12:00 - 2T,45 - 2T,23,Botafogo/PB
 30561,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 15924,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 18604,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 29864,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 30207,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 13747,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 17709,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 17949,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 34146,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 30561,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 15924,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 18604,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 29864,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 30207,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 13747,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 17709,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 17949,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 34146,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
156035,29:00 - 2T,45 - 2T,17,Botafogo/PB
 30561,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 15924,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 18604,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 29864,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 30207,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 13747,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 17709,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 17949,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
 34146,36:00 - 2T,36:00 - 2T,11,Paysandu/PA
