CBF,In,Out,Nº,Clube
160028,00:00 - 1T,45:00 - 2T,1,Náutico/PE
 15542,15:00 - 2T,45:00 - 2T,15,Criciúma/SC
292274,00:00 - 1T,45:00 - 2T,5,Náutico/PE
315945,00:00 - 1T,45:00 - 2T,2,Criciúma/SC
180866,00:00 - 1T,45:00 - 2T,29,Náutico/PE
379386,00:00 - 1T,45:00 - 2T,3,Criciúma/SC
441070,00:00 - 1T,45:00 - 2T,33,Náutico/PE
157449,00:00 - 1T,45:00 - 2T,4,Criciúma/SC
305873,00:00 - 1T,45:00 - 2T,51,Náutico/PE
180294,00:00 - 1T,45:00 - 2T,5,Criciúma/SC
341926,00:00 - 1T,32:00 - 2T,69,Náutico/PE
158675,00:00 - 1T,45:00 - 2T,6,Criciúma/SC
529172,00:00 - 1T,INT,70,Náutico/PE
313031,00:00 - 1T,45:00 - 2T,7,Criciúma/SC
316561,00:00 - 1T,45:00 - 2T,71,Náutico/PE
360443,00:00 - 1T,15:00 - 2T,8,Criciúma/SC
425928,00:00 - 1T,45:00 - 2T,72,Náutico/PE
304035,00:00 - 1T,45:00 - 2T,9,Criciúma/SC
155065,00:00 - 1T,45:00 - 2T,84,Náutico/PE
296075,00:00 - 1T,06:00 - 2T,10,Criciúma/SC
303714,00:00 - 1T,24:00 - 2T,93,Náutico/PE
185301,00:00 - 1T,34:00 - 2T,11,Criciúma/SC
296811,INT,45:00 - 2T,80,Náutico/PE
179100,06:00 - 2T,45:00 - 2T,14,Criciúma/SC
 15542,15:00 - 2T,45:00 - 2T,15,Criciúma/SC
160326,15:00 - 2T,45:00 - 2T,15,Criciúma/SC
404381,24:00 - 2T,45:00 - 2T,22,Náutico/PE
298373,32:00 - 2T,45:00 - 2T,91,Náutico/PE
345876,34:00 - 2T,45:00 - 2T,17,Criciúma/SC
