CBF,In,Out,Nº,Clube
157264,00:00 - 1T,45:00 - 2T,12,Internacional/RS
350716,00:00 - 1T,45:00 - 2T,77,Bahia/BA
175320,00:00 - 1T,25:00 - 2T,6,Internacional/RS
183977,00:00 - 1T,45:00 - 2T,2,Bahia/BA
306270,00:00 - 1T,45:00 - 2T,8,Internacional/RS
298642,00:00 - 1T,45:00 - 2T,7,Bahia/BA
299481,00:00 - 1T,32:00 - 2T,10,Internacional/RS
308495,00:00 - 1T,25:00 - 2T,8,Bahia/BA
567555,00:00 - 1T,45:00 - 2T,15,Internacional/RS
185444,00:00 - 1T,30:00 - 2T,9,Bahia/BA
189822,00:00 - 1T,45:00 - 2T,17,Internacional/RS
177885,00:00 - 1T,38:00 - 2T,10,Bahia/BA
373841,00:00 - 1T,32:00 - 2T,21,Internacional/RS
178875,00:00 - 1T,45:00 - 2T,14,Bahia/BA
695696,00:00 - 1T,45:00 - 2T,26,Internacional/RS
405698,00:00 - 1T,38:00 - 2T,16,Bahia/BA
516798,00:00 - 1T,43:00 - 2T,30,Internacional/RS
314357,00:00 - 1T,45:00 - 2T,26,Bahia/BA
372403,00:00 - 1T,45:00 - 2T,35,Internacional/RS
402681,00:00 - 1T,45:00 - 2T,29,Bahia/BA
315585,00:00 - 1T,43:00 - 2T,88,Internacional/RS
378851,00:00 - 1T,45:00 - 2T,40,Bahia/BA
353568,25:00 - 2T,45:00 - 2T,22,Internacional/RS
314059,25:00 - 2T,45:00 - 2T,11,Bahia/BA
376734,30:00 - 2T,45:00 - 2T,25,Bahia/BA
520239,32:00 - 2T,45:00 - 2T,31,Internacional/RS
295821,32:00 - 2T,45:00 - 2T,23,Internacional/RS
454737,38:00 - 2T,45:00 - 2T,35,Bahia/BA
538843,38:00 - 2T,45:00 - 2T,70,Bahia/BA
173551,43:00 - 2T,45:00 - 2T,4,Internacional/RS
701161,43:00 - 2T,45:00 - 2T,99,Internacional/RS
