CBF,In,Out,Nº,Clube
307797,00:00 - 1T,45:00 - 2T,12,VoltaRedonda/RJ
298952,00:00 - 1T,45:00 - 2T,1,SãoBento/SP
299242,00:00 - 1T,45:00 - 2T,2,VoltaRedonda/RJ
188557,00:00 - 1T,45:00 - 2T,2,SãoBento/SP
187251,00:00 - 1T,45:00 - 2T,3,VoltaRedonda/RJ
154584,00:00 - 1T,45:00 - 2T,3,SãoBento/SP
320112,00:00 - 1T,45:00 - 2T,5,VoltaRedonda/RJ
295449,00:00 - 1T,45:00 - 2T,4,SãoBento/SP
300964,00:00 - 1T,45:00 - 2T,6,VoltaRedonda/RJ
156835,00:00 - 1T,45:00 - 2T,5,SãoBento/SP
292521,00:00 - 1T,45:00 - 2T,7,VoltaRedonda/RJ
159612,00:00 - 1T,45:00 - 2T,6,SãoBento/SP
341345,00:00 - 1T,45:00 - 2T,8,VoltaRedonda/RJ
438556,00:00 - 1T,45:00 - 2T,7,SãoBento/SP
158829,00:00 - 1T,45:00 - 2T,9,VoltaRedonda/RJ
292320,00:00 - 1T,45:00 - 2T,8,SãoBento/SP
308420,00:00 - 1T,45:00 - 2T,11,VoltaRedonda/RJ
181490,00:00 - 1T,45:00 - 2T,9,SãoBento/SP
296566,00:00 - 1T,45:00 - 2T,20,VoltaRedonda/RJ
188294,00:00 - 1T,45:00 - 2T,10,SãoBento/SP
176616,00:00 - 1T,45:00 - 2T,27,VoltaRedonda/RJ
340657,00:00 - 1T,45:00 - 2T,11,SãoBento/SP
