CBF,In,Out,Nº,Clube
176498,00:00 - 1T,45:00 - 2T,1,Asa/AL
178014,00:00 - 1T,45:00 - 2T,1,MotoClub/MA
367072,00:00 - 1T,45:00 - 2T,2,Asa/AL
187428,00:00 - 1T,45:00 - 2T,2,MotoClub/MA
186586,00:00 - 1T,45:00 - 2T,3,Asa/AL
370576,00:00 - 1T,45:00 - 2T,3,MotoClub/MA
163413,00:00 - 1T,45:00 - 2T,4,Asa/AL
328778,00:00 - 1T,45:00 - 2T,4,MotoClub/MA
385100,00:00 - 1T,07:00 - 2T,5,Asa/AL
172165,00:00 - 1T,45:00 - 2T,5,MotoClub/MA
186040,00:00 - 1T,45:00 - 2T,6,Asa/AL
342629,00:00 - 1T,45:00 - 2T,6,MotoClub/MA
188577,00:00 - 1T,45:00 - 2T,7,Asa/AL
526677,00:00 - 1T,45:00 - 2T,7,MotoClub/MA
310585,00:00 - 1T,45:00 - 2T,8,Asa/AL
343511,00:00 - 1T,45:00 - 2T,8,MotoClub/MA
158903,00:00 - 1T,45:00 - 2T,9,Asa/AL
303695,00:00 - 1T,45:00 - 2T,9,MotoClub/MA
160515,00:00 - 1T,INT,10,Asa/AL
181845,00:00 - 1T,45:00 - 2T,10,MotoClub/MA
177093,00:00 - 1T,22:00 - 2T,11,Asa/AL
168366,00:00 - 1T,45:00 - 2T,11,MotoClub/MA
393838,INT,45 - 2T,23,Asa/AL
435956,07:00 - 2T,45 - 2T,16,Asa/AL
178944,22:00 - 2T,45 - 2T,19,Asa/AL
