CBF,In,Out,Nº,Clube
177605,00:00 - 1T,45:00 - 2T,1,Confiança/SE
156439,00:00 - 1T,45:00 - 2T,1,Remo/PA
376566,00:00 - 1T,45:00 - 2T,2,Confiança/SE
182847,00:00 - 1T,45:00 - 2T,2,Remo/PA
149381,00:00 - 1T,45:00 - 2T,3,Confiança/SE
176451,00:00 - 1T,45:00 - 2T,3,Remo/PA
174313,00:00 - 1T,45:00 - 2T,4,Confiança/SE
168336,00:00 - 1T,45:00 - 2T,4,Remo/PA
144243,00:00 - 1T,45:00 - 2T,5,Confiança/SE
178833,00:00 - 1T,45:00 - 2T,5,Remo/PA
174220,00:00 - 1T,45:00 - 2T,6,Confiança/SE
304325,00:00 - 1T,45:00 - 2T,6,Remo/PA
174930,00:00 - 1T,45:00 - 2T,7,Confiança/SE
177357,00:00 - 1T,45:00 - 2T,7,Remo/PA
299823,00:00 - 1T,08:00 - 2T,8,Confiança/SE
174353,00:00 - 1T,28:00 - 2T,8,Remo/PA
158903,00:00 - 1T,45:00 - 2T,9,Confiança/SE
151005,00:00 - 1T,44:00 - 2T,9,Remo/PA
166508,00:00 - 1T,18:00 - 2T,10,Confiança/SE
173504,00:00 - 1T,45:00 - 2T,10,Remo/PA
296888,00:00 - 1T,25:00 - 1T,11,Confiança/SE
188173,00:00 - 1T,20:00 - 2T,11,Remo/PA
170100,25:00 - 1T,45:00 - 2T,18,Confiança/SE
180552,08:00 - 2T,45:00 - 2T,16,Confiança/SE
341594,18:00 - 2T,45:00 - 2T,17,Confiança/SE
427720,20:00 - 2T,45:00 - 2T,16,Remo/PA
148237,28:00 - 2T,45:00 - 2T,15,Remo/PA
