CBF,In,Out,Nº,Clube
150963,00:00 - 1T,45:00 - 2T,1,Náutico/PE
141698,00:00 - 1T,45:00 - 2T,1,Bragantino/SP
310373,00:00 - 1T,45:00 - 2T,4,Náutico/PE
180790,00:00 - 1T,45:00 - 2T,2,Bragantino/SP
373728,00:00 - 1T,INT,6,Náutico/PE
419498,00:00 - 1T,45:00 - 2T,3,Bragantino/SP
427806,00:00 - 1T,22:00 - 2T,7,Náutico/PE
184087,00:00 - 1T,45:00 - 2T,4,Bragantino/SP
191433,00:00 - 1T,45:00 - 2T,11,Náutico/PE
317697,00:00 - 1T,45:00 - 2T,5,Bragantino/SP
176854,00:00 - 1T,45:00 - 2T,18,Náutico/PE
333975,00:00 - 1T,45:00 - 2T,6,Bragantino/SP
517393,00:00 - 1T,45:00 - 2T,19,Náutico/PE
369011,00:00 - 1T,29:00 - 2T,7,Bragantino/SP
178684,00:00 - 1T,INT,23,Náutico/PE
306501,00:00 - 1T,45:00 - 2T,8,Bragantino/SP
170563,00:00 - 1T,45:00 - 2T,33,Náutico/PE
322960,00:00 - 1T,21:00 - 2T,9,Bragantino/SP
304071,00:00 - 1T,45:00 - 2T,38,Náutico/PE
152208,00:00 - 1T,26:00 - 2T,10,Bragantino/SP
417467,00:00 - 1T,45:00 - 2T,69,Náutico/PE
339209,00:00 - 1T,45:00 - 2T,11,Bragantino/SP
418036,INT,45 - 2T,96,Náutico/PE
293529,INT,45 - 2T,8,Náutico/PE
185060,21:00 - 2T,45 - 2T,18,Bragantino/SP
514089,22:00 - 2T,45 - 2T,21,Náutico/PE
166249,26:00 - 2T,45 - 2T,14,Bragantino/SP
370013,29:00 - 2T,45 - 2T,16,Bragantino/SP
