CBF,In,Out,Nº,Clube
291617,00:00 - 1T,45:00 - 2T,1,Paraná/PR
154179,00:00 - 1T,45:00 - 2T,12,SãoPaulo/SP
419569,00:00 - 1T,45:00 - 2T,2,Paraná/PR
166258,00:00 - 1T,45:00 - 2T,4,SãoPaulo/SP
297414,00:00 - 1T,45:00 - 2T,3,Paraná/PR
595193,00:00 - 1T,45:00 - 2T,5,SãoPaulo/SP
305764,00:00 - 1T,45:00 - 2T,4,Paraná/PR
184845,00:00 - 1T,45:00 - 2T,8,SãoPaulo/SP
315023,00:00 - 1T,45:00 - 2T,5,Paraná/PR
161625,00:00 - 1T,45:00 - 2T,9,SãoPaulo/SP
325020,00:00 - 1T,45:00 - 2T,6,Paraná/PR
150986,00:00 - 1T,45:00 - 2T,10,SãoPaulo/SP
348895,00:00 - 1T,43:00 - 1T,7,Paraná/PR
332318,00:00 - 1T,45:00 - 2T,14,SãoPaulo/SP
354387,00:00 - 1T,45:00 - 2T,8,Paraná/PR
303981,00:00 - 1T,45:00 - 2T,15,SãoPaulo/SP
179773,00:00 - 1T,38:00 - 2T,9,Paraná/PR
178361,00:00 - 1T,45:00 - 2T,22,SãoPaulo/SP
337823,00:00 - 1T,45:00 - 2T,10,Paraná/PR
631527,00:00 - 1T,45:00 - 2T,23,SãoPaulo/SP
185301,00:00 - 1T,45:00 - 2T,11,Paraná/PR
176729,00:00 - 1T,45:00 - 2T,25,SãoPaulo/SP
423003,43:00 - 1T,28:00 - 2T,20,Paraná/PR
522890,28:00 - 2T,45 - 2T,19,Paraná/PR
420636,38:00 - 2T,45 - 2T,22,Paraná/PR
