CBF,In,Out,Nº,Clube
130171,00:00 - 1T,45:00 - 2T,1,Anapolina/GO
169656,00:00 - 1T,45:00 - 2T,1,RioBranco/AC
142555,00:00 - 1T,23:00 - 2T,2,Anapolina/GO
164303,00:00 - 1T,45:00 - 2T,2,RioBranco/AC
180258,00:00 - 1T,45:00 - 2T,3,Anapolina/GO
176025,00:00 - 1T,45:00 - 2T,3,RioBranco/AC
173675,00:00 - 1T,45:00 - 2T,4,Anapolina/GO
186459,00:00 - 1T,45:00 - 2T,4,RioBranco/AC
164112,00:00 - 1T,45:00 - 2T,5,Anapolina/GO
341760,00:00 - 1T,45:00 - 2T,5,RioBranco/AC
145088,00:00 - 1T,45:00 - 2T,6,Anapolina/GO
292477,00:00 - 1T,45:00 - 2T,6,RioBranco/AC
177374,00:00 - 1T,45:00 - 2T,7,Anapolina/GO
295255,00:00 - 1T,45:00 - 2T,7,RioBranco/AC
171710,00:00 - 1T,45:00 - 2T,8,Anapolina/GO
159123,00:00 - 1T,45:00 - 2T,8,RioBranco/AC
163669,00:00 - 1T,45:00 - 2T,9,Anapolina/GO
185702,00:00 - 1T,45:00 - 2T,9,RioBranco/AC
181334,00:00 - 1T,INT,10,Anapolina/GO
340932,00:00 - 1T,45:00 - 2T,10,RioBranco/AC
161233,00:00 - 1T,INT,11,Anapolina/GO
314855,00:00 - 1T,45:00 - 2T,11,RioBranco/AC
301147,INT,45 - 2T,17,Anapolina/GO
141842,INT,45 - 2T,18,Anapolina/GO
159559,23:00 - 2T,45 - 2T,13,Anapolina/GO
