CBF,In,Out,Nº,Clube
178815,00:00 - 1T,45:00 - 2T,12,América/PE
291849,00:00 - 1T,45:00 - 2T,1,Parnahyba/PI
400878,00:00 - 1T,45:00 - 2T,2,América/PE
171381,00:00 - 1T,37:00 - 2T,2,Parnahyba/PI
341131,00:00 - 1T,45:00 - 2T,3,América/PE
350930,00:00 - 1T,45:00 - 2T,3,Parnahyba/PI
293238,00:00 - 1T,45:00 - 2T,4,América/PE
302711,00:00 - 1T,45:00 - 2T,4,Parnahyba/PI
303846,00:00 - 1T,33:00 - 2T,5,América/PE
187342,00:00 - 1T,45:00 - 2T,5,Parnahyba/PI
381171,00:00 - 1T,45:00 - 2T,6,América/PE
341134,00:00 - 1T,45:00 - 2T,6,Parnahyba/PI
371621,00:00 - 1T,45:00 - 2T,7,América/PE
184904,00:00 - 1T,19:00 - 2T,7,Parnahyba/PI
360824,00:00 - 1T,45:00 - 2T,8,América/PE
135464,00:00 - 1T,45:00 - 2T,8,Parnahyba/PI
304670,00:00 - 1T,45:00 - 2T,9,América/PE
300941,00:00 - 1T,45:00 - 2T,9,Parnahyba/PI
379385,00:00 - 1T,26:00 - 2T,10,América/PE
172625,00:00 - 1T,13:00 - 2T,10,Parnahyba/PI
516398,00:00 - 1T,18:00 - 2T,11,América/PE
503215,00:00 - 1T,45:00 - 2T,11,Parnahyba/PI
172162,13:00 - 2T,45:00 - 2T,18,Parnahyba/PI
414968,18:00 - 2T,45:00 - 2T,18,América/PE
300257,19:00 - 2T,45:00 - 2T,17,Parnahyba/PI
404170,26:00 - 2T,45:00 - 2T,20,América/PE
371286,33:00 - 2T,45:00 - 2T,16,América/PE
391869,37:00 - 2T,45:00 - 2T,21,Parnahyba/PI
