CBF,In,Out,Nº,Clube
307298,00:00 - 1T,45:00 - 2T,1,Luverdense/MT
374669,00:00 - 1T,45:00 - 2T,1,Operario/PR
187895,00:00 - 1T,45:00 - 2T,2,Luverdense/MT
303714,00:00 - 1T,45:00 - 2T,2,Operario/PR
303037,00:00 - 1T,45:00 - 2T,3,Luverdense/MT
314533,00:00 - 1T,45:00 - 2T,3,Operario/PR
294095,00:00 - 1T,45:00 - 2T,4,Luverdense/MT
172531,00:00 - 1T,45:00 - 2T,4,Operario/PR
303487,00:00 - 1T,45:00 - 2T,5,Luverdense/MT
170889,00:00 - 1T,45:00 - 2T,5,Operario/PR
171807,00:00 - 1T,45:00 - 2T,6,Luverdense/MT
184824,00:00 - 1T,45:00 - 2T,6,Operario/PR
541268,00:00 - 1T,45:00 - 2T,7,Luverdense/MT
296314,00:00 - 1T,45:00 - 2T,7,Operario/PR
293695,00:00 - 1T,45:00 - 2T,8,Luverdense/MT
338081,00:00 - 1T,36:00 - 2T,8,Operario/PR
318909,00:00 - 1T,12:00 - 2T,9,Luverdense/MT
170369,00:00 - 1T,18:00 - 2T,9,Operario/PR
176720,00:00 - 1T,37:00 - 2T,10,Luverdense/MT
379134,00:00 - 1T,45:00 - 2T,10,Operario/PR
389007,00:00 - 1T,22:00 - 2T,11,Luverdense/MT
183073,00:00 - 1T,30:00 - 2T,11,Operario/PR
402630,12:00 - 2T,45:00 - 2T,19,Luverdense/MT
313855,18:00 - 2T,45:00 - 2T,17,Operario/PR
455918,22:00 - 2T,45:00 - 2T,18,Luverdense/MT
311813,30:00 - 2T,45:00 - 2T,19,Operario/PR
343689,36:00 - 2T,45:00 - 2T,20,Operario/PR
407485,37:00 - 2T,45:00 - 2T,13,Luverdense/MT
