CBF,In,Out,Nº,Clube
324461,00:00 - 1T,45:00 - 2T,1,Guaratinguetá/SP
186446,00:00 - 1T,45:00 - 2T,1,Ypiranga/RS
323684,00:00 - 1T,45:00 - 2T,2,Guaratinguetá/SP
182323,00:00 - 1T,45:00 - 2T,2,Ypiranga/RS
172340,00:00 - 1T,45:00 - 2T,4,Guaratinguetá/SP
171863,00:00 - 1T,45:00 - 2T,3,Ypiranga/RS
451817,00:00 - 1T,45:00 - 2T,6,Guaratinguetá/SP
329988,00:00 - 1T,14:00 - 2T,4,Ypiranga/RS
162755,00:00 - 1T,45:00 - 2T,7,Guaratinguetá/SP
344972,00:00 - 1T,45:00 - 2T,5,Ypiranga/RS
434638,00:00 - 1T,34:00 - 2T,8,Guaratinguetá/SP
346046,00:00 - 1T,45:00 - 2T,6,Ypiranga/RS
539759,00:00 - 1T,45:00 - 2T,9,Guaratinguetá/SP
291978,00:00 - 1T,45:00 - 2T,7,Ypiranga/RS
313409,00:00 - 1T,40:00 - 2T,10,Guaratinguetá/SP
154968,00:00 - 1T,45:00 - 2T,8,Ypiranga/RS
554854,00:00 - 1T,13:00 - 2T,11,Guaratinguetá/SP
170016,00:00 - 1T,45:00 - 2T,9,Ypiranga/RS
344954,00:00 - 1T,45:00 - 2T,14,Guaratinguetá/SP
348458,00:00 - 1T,37:00 - 2T,10,Ypiranga/RS
537916,00:00 - 1T,45:00 - 2T,22,Guaratinguetá/SP
141563,00:00 - 1T,22:00 - 2T,11,Ypiranga/RS
308441,13:00 - 2T,45:00 - 2T,19,Guaratinguetá/SP
143037,14:00 - 2T,45:00 - 2T,13,Ypiranga/RS
291826,22:00 - 2T,45:00 - 2T,18,Ypiranga/RS
313408,34:00 - 2T,45:00 - 2T,18,Guaratinguetá/SP
304409,37:00 - 2T,45:00 - 2T,15,Ypiranga/RS
501710,40:00 - 2T,45:00 - 2T,13,Guaratinguetá/SP
