CBF,In,Out,Nº,Clube
158945,00:00 - 1T,45:00 - 2T,1,Guarani/SP
128723,00:00 - 1T,45:00 - 2T,1,Boa/MG
187091,00:00 - 1T,INT,2,Guarani/SP
303436,00:00 - 1T,45:00 - 2T,2,Boa/MG
159790,00:00 - 1T,45:00 - 2T,3,Guarani/SP
330362,00:00 - 1T,45:00 - 2T,3,Boa/MG
168608,00:00 - 1T,45:00 - 2T,4,Guarani/SP
157449,00:00 - 1T,45:00 - 2T,4,Boa/MG
341763,00:00 - 1T,09:00 - 2T,5,Guarani/SP
188207,00:00 - 1T,45:00 - 2T,5,Boa/MG
182751,00:00 - 1T,45:00 - 2T,6,Guarani/SP
184824,00:00 - 1T,45:00 - 2T,6,Boa/MG
184363,00:00 - 1T,45:00 - 2T,7,Guarani/SP
316173,00:00 - 1T,26:00 - 2T,7,Boa/MG
377355,00:00 - 1T,34:00 - 2T,8,Guarani/SP
166053,00:00 - 1T,45:00 - 2T,8,Boa/MG
170477,00:00 - 1T,45:00 - 2T,9,Guarani/SP
179224,00:00 - 1T,34:00 - 2T,9,Boa/MG
125250,00:00 - 1T,45:00 - 2T,10,Guarani/SP
321780,00:00 - 1T,45:00 - 2T,10,Boa/MG
180826,00:00 - 1T,45:00 - 2T,11,Guarani/SP
307111,00:00 - 1T,34:00 - 2T,11,Boa/MG
159237,INT,45 - 2T,16,Guarani/SP
331411,09:00 - 2T,45 - 2T,15,Guarani/SP
372414,26:00 - 2T,45 - 2T,17,Boa/MG
299849,34:00 - 2T,45 - 2T,19,Boa/MG
409868,34:00 - 2T,45 - 2T,18,Boa/MG
335586,34:00 - 2T,45 - 2T,17,Guarani/SP
