CBF,In,Out,Nº,Clube
153971,00:00 - 1T,45:00 - 2T,1,Asa/AL
161304,00:00 - 1T,45:00 - 2T,1,Salgueiro/PE
419569,00:00 - 1T,45:00 - 2T,2,Asa/AL
156119,00:00 - 1T,45:00 - 2T,2,Salgueiro/PE
364346,00:00 - 1T,45:00 - 2T,3,Asa/AL
151886,00:00 - 1T,45:00 - 2T,3,Salgueiro/PE
184819,00:00 - 1T,45:00 - 2T,4,Asa/AL
176607,00:00 - 1T,45:00 - 2T,4,Salgueiro/PE
369596,00:00 - 1T,45:00 - 2T,5,Asa/AL
183707,00:00 - 1T,45:00 - 2T,5,Salgueiro/PE
421778,00:00 - 1T,45:00 - 2T,6,Asa/AL
336836,00:00 - 1T,45:00 - 2T,6,Salgueiro/PE
158385,00:00 - 1T,45:00 - 2T,7,Asa/AL
341083,00:00 - 1T,38:00 - 2T,7,Salgueiro/PE
143924,00:00 - 1T,45:00 - 2T,8,Asa/AL
371820,00:00 - 1T,45:00 - 2T,8,Salgueiro/PE
419526,00:00 - 1T,22:00 - 2T,9,Asa/AL
168916,00:00 - 1T,16:00 - 2T,9,Salgueiro/PE
371170,00:00 - 1T,33:00 - 2T,10,Asa/AL
307032,00:00 - 1T,45:00 - 2T,10,Salgueiro/PE
369601,00:00 - 1T,15:00 - 2T,11,Asa/AL
305604,00:00 - 1T,24:00 - 2T,11,Salgueiro/PE
163879,15:00 - 2T,45 - 2T,19,Asa/AL
370407,16:00 - 2T,45 - 2T,18,Salgueiro/PE
167617,22:00 - 2T,45 - 2T,22,Asa/AL
188752,24:00 - 2T,45 - 2T,19,Salgueiro/PE
332077,33:00 - 2T,45 - 2T,18,Asa/AL
177728,38:00 - 2T,45 - 2T,17,Salgueiro/PE
