Campeonato:,Campeonato Brasileiro - Série B/2021,,Rodada:,23
Jogo:,Brasil / RS X Confiança / SE,,,
Data:,07/09/2021 Horário: 11:00 Estádio:,Bento da Silva Freitas / Pelotas,,
"",,Arbitragem
Arbitro:,Edina Alves Batista (FIFA / SP),
Arbitro Assistente 1:,Neuza Ines Back (FIFA / SP),
Arbitro Assistente 2:,Leila Naiara Moreira da Cruz (FIFA / DF),
Quarto Arbitro:,Lucas Guimarães Rechatiko Horn (CD / RS),
Delegado Local:,Marco Antonio Pereira Maciel (CBF / RS),
Analista de Campo:,Júlio César Rodrigues dos Santos (CBF / RS),
VAR:,Daiane Caroline Muniz dos Santos (FIFA / SP),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,10:50Atraso:,,Não Houve Entrada do mandante: 12:00,,Atraso:,Não Houve
Entrada do visitante:,10:50Atraso:,,Não Houve Entrada do visitante: 12:00,,Atraso:,Não Houve
Início 1o Tempo:,11:00Atraso:,,Não Houve Início do 2o Tempo: 12:02,,Atraso:,Não Houve
Término do 1o Tempo:,11:47Acréscimo:,,2 min Término do 2o Tempo: 12:52,Acréscimo:,,5 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 1 X 1,,,
"",,,,,Relação de Jogadores,,,,
"",,Brasil / RS,,,,Confiança / SE,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Matheus,Matheus Nogueira da Silva T(g),,P,177903 30 Rafael Santos,Rafael de Carvalho Santos T(g),,P,177436
2,Vidal,Cristiano da Silva Vidal T,,P,329349 2 Jonathan B ...,Jonathan Ferreira da ... T,,P,343392
3,Arthur Hen ...,Arthur Henrique Viei ... T,,P,450056 3 Nirley,Nirley da Silva Fonseca T,,P,295587
4,Joao Victor,Joao Vitor Siqueira  ... T,,P,509743 4 Luan Bueno,Luan Bueno Ferreira  ... T,,P,188729
5,Diego,Diego Gomes dos Santos T,,P,365265 5 Madison,Madison Araujo Costa T,,P,424347
6,Paulinho,Paulo Oliveira de So ... T,,P,184316 6 Joao,Joao Paulo Purcino d ... T,,P,184524
8,Romulo,Romulo da Silva Machado T,,P,379397 7 Italo,Italo Melo Oliveira T,,P,335249
9,Erison,Erison Danilo de Souza T,,P,605477 8 Rafael,Rafael Oliveira Silva T,,P,368089
10,Rildo,Rildo Goncalves de A ... T,,P,432199 9 Tiago Rodr ...,Tiago Rodrigues dos Reis T,,P,518160
11,Kevin,Kevin Kesley de Souza T,,P,439721 10 Alvaro,Alvaro Rodrigues Vie ... T,,P,315074
