CBF,In,Out,Nº,Clube
137377,00:00 - 1T,45:00 - 2T,1,Palmeiras/SP
169050,00:00 - 1T,45:00 - 2T,12,Atlético/PR
177152,00:00 - 1T,45:00 - 2T,3,Palmeiras/SP
324513,00:00 - 1T,45:00 - 2T,2,Atlético/PR
161941,00:00 - 1T,45:00 - 2T,5,Palmeiras/SP
531317,00:00 - 1T,45:00 - 2T,3,Atlético/PR
291738,00:00 - 1T,45:00 - 2T,7,Palmeiras/SP
167600,00:00 - 1T,45:00 - 2T,4,Atlético/PR
306149,00:00 - 1T,19:00 - 2T,17,Palmeiras/SP
320930,00:00 - 1T,45:00 - 2T,5,Atlético/PR
320839,00:00 - 1T,33:00 - 1T,18,Palmeiras/SP
355990,00:00 - 1T,45:00 - 2T,6,Atlético/PR
158615,00:00 - 1T,INT,19,Palmeiras/SP
296811,00:00 - 1T,45:00 - 2T,7,Atlético/PR
172189,00:00 - 1T,45:00 - 2T,27,Palmeiras/SP
310312,00:00 - 1T,34:00 - 2T,8,Atlético/PR
178827,00:00 - 1T,45:00 - 2T,32,Palmeiras/SP
377015,00:00 - 1T,14:00 - 2T,9,Atlético/PR
174348,00:00 - 1T,45:00 - 2T,44,Palmeiras/SP
295821,00:00 - 1T,45:00 - 2T,10,Atlético/PR
157280,00:00 - 1T,45:00 - 2T,66,Palmeiras/SP
306616,00:00 - 1T,40:00 - 2T,11,Atlético/PR
300791,INT,45:00 - 2T,29,Palmeiras/SP
330966,33:00 - 1T,45:00 - 2T,28,Palmeiras/SP
179832,14:00 - 2T,45:00 - 2T,18,Atlético/PR
532800,19:00 - 2T,45:00 - 2T,10,Palmeiras/SP
182609,34:00 - 2T,45:00 - 2T,15,Atlético/PR
533669,40:00 - 2T,45:00 - 2T,19,Atlético/PR
