CBF,In,Out,Nº,Clube
154969,00:00 - 1T,45:00 - 2T,1,Fortaleza/CE
175143,00:00 - 1T,45:00 - 2T,31,Csa/AL
420080,00:00 - 1T,24:00 - 2T,2,Fortaleza/CE
175018,00:00 - 1T,45:00 - 2T,2,Csa/AL
185649,00:00 - 1T,45:00 - 2T,3,Fortaleza/CE
341715,00:00 - 1T,45:00 - 2T,3,Csa/AL
291797,00:00 - 1T,45:00 - 2T,4,Fortaleza/CE
176809,00:00 - 1T,45:00 - 2T,4,Csa/AL
183385,00:00 - 1T,45:00 - 2T,5,Fortaleza/CE
340115,00:00 - 1T,45:00 - 2T,5,Csa/AL
329952,00:00 - 1T,45:00 - 2T,6,Fortaleza/CE
177606,00:00 - 1T,45:00 - 2T,6,Csa/AL
293622,00:00 - 1T,12:00 - 2T,7,Fortaleza/CE
377355,00:00 - 1T,34:00 - 2T,7,Csa/AL
166180,00:00 - 1T,45:00 - 2T,9,Fortaleza/CE
180725,00:00 - 1T,45:00 - 2T,8,Csa/AL
366127,00:00 - 1T,12:00 - 2T,10,Fortaleza/CE
314382,00:00 - 1T,31:00 - 2T,9,Csa/AL
179600,00:00 - 1T,45:00 - 2T,11,Fortaleza/CE
175913,00:00 - 1T,45:00 - 2T,10,Csa/AL
181190,00:00 - 1T,45:00 - 2T,22,Fortaleza/CE
172181,00:00 - 1T,20:00 - 2T,11,Csa/AL
382722,12:00 - 2T,45:00 - 2T,18,Fortaleza/CE
335303,12:00 - 2T,45:00 - 2T,20,Fortaleza/CE
173948,20:00 - 2T,45:00 - 2T,15,Csa/AL
160276,24:00 - 2T,45:00 - 2T,8,Fortaleza/CE
170547,31:00 - 2T,45:00 - 2T,16,Csa/AL
372643,34:00 - 2T,45:00 - 2T,18,Csa/AL
