CBF,Time,Type,Game
337830,10:00 - 1T,NR,192
384124,13:00 - 1T,NR,192
168982,28:00 - 1T,NR,192
150151,02:00 - 2T,NR,192
303459,35:00 - 2T,NR,192
168982,37:00 - 2T,NR,192
331937,+2 - 2T,PN,192
178303,23:00 - 1T,NR,194
155840,25:00 - 2T,NR,196
378661,37:00 - 2T,NR,196
308887,45:00 - 2T,CT,196
166495,36:00 - 1T,NR,197
156351,42:00 - 1T,NR,197
420184,02:00 - 2T,NR,197
339155,03:00 - 1T,NR,198
293393,25:00 - 2T,NR,198
330966,05:00 - 1T,NR,199
521936,17:00 - 1T,NR,199
521936,36:00 - 1T,PN,199
346636,31:00 - 1T,NR,200
324030,18:00 - 2T,NR,200
312015,24:00 - 2T,NR,200
185680,+3 - 2T,NR,201
155330,34:00 - 1T,NR,202
184364,04:00 - 2T,NR,202
533568,08:00 - 2T,NR,202
168982,24:00 - 2T,PN,203
168982,38:00 - 2T,NR,203
533246,+5 - 2T,NR,203
292205,21:00 - 1T,NR,205
152788,01:00 - 2T,NR,205
178620,37:00 - 2T,NR,205
178361,05:00 - 1T,NR,206
159607,10:00 - 1T,NR,207
153924,13:00 - 1T,NR,207
158402,+3 - 1T,NR,207
149233,44:00 - 2T,PN,207
431525,01:00 - 1T,NR,208
291738,23:00 - 1T,NR,208
118442,26:00 - 1T,NR,208
118442,27:00 - 1T,NR,208
431525,22:00 - 2T,NR,208
179832,26:00 - 1T,NR,210
179832,32:00 - 2T,PN,210
344841,45:00 - 2T,NR,210
178875,10:00 - 1T,NR,211
295792,40:00 - 1T,NR,211
522632,07:00 - 2T,NR,211
339155,12:00 - 2T,NR,211
163518,17:00 - 2T,NR,211
522632,45:00 - 2T,NR,211
305976,30:00 - 1T,NR,213
177071,10:00 - 2T,NR,213
177071,31:00 - 2T,NR,213
179832,12:00 - 2T,PN,214
347222,04:00 - 1T,NR,215
168387,25:00 - 2T,NR,215
401839,17:00 - 2T,NR,217
182246,42:00 - 1T,NR,219
308149,13:00 - 2T,NR,219
521936,23:00 - 1T,PN,222
402208,43:00 - 1T,NR,222
150986,28:00 - 2T,PN,222
401839,43:00 - 1T,NR,228
146817,06:00 - 2T,NR,228
379065,37:00 - 2T,NR,228
155605,04:00 - 1T,NR,245
150986,02:00 - 2T,PN,245
169529,12:00 - 2T,FT,285
335611,36:00 - 2T,NR,285
137340,26:00 - 2T,NR,299
158402,41:00 - 2T,PN,299
153924,+2 - 1T,NR,315
184364,18:00 - 1T,NR,321
135687,43:00 - 1T,NR,321
155330,18:00 - 2T,NR,321
318165,06:00 - 2T,NR,322
291866,29:00 - 2T,NR,322
189299,16:00 - 2T,CT,323
379065,06:00 - 2T,NR,325
149578,39:00 - 2T,NR,325
339275,22:00 - 2T,NR,326
153924,29:00 - 2T,NR,326
292592,39:00 - 2T,NR,326
310733,+2 - 1T,NR,329
339155,19:00 - 1T,NR,330
168766,02:00 - 2T,NR,330
401839,06:00 - 2T,NR,330
307245,42:00 - 2T,NR,331
149233,16:00 - 1T,PN,332
307277,01:00 - 2T,NR,332
292592,43:00 - 2T,NR,332
179832,34:00 - 1T,NR,333
355990,43:00 - 1T,NR,333
296337,13:00 - 2T,NR,333
173180,19:00 - 1T,PN,334
163514,29:00 - 1T,NR,334
169902,33:00 - 1T,NR,334
313426,03:00 - 2T,NR,334
161437,18:00 - 2T,NR,334
311087,35:00 - 1T,NR,335
150986,39:00 - 1T,NR,335
292942,25:00 - 2T,NR,339
182246,13:00 - 2T,PN,341
141516,15:00 - 2T,CT,341
370756,20:00 - 2T,NR,341
145923,01:00 - 1T,NR,343
174223,+2 - 1T,NR,343
172404,34:00 - 2T,FT,343
154497,18:00 - 1T,PN,345
185304,42:00 - 1T,NR,345
187601,43:00 - 2T,NR,345
298595,11:00 - 2T,NR,346
178095,23:00 - 2T,NR,346
402208,25:00 - 2T,NR,346
155330,29:00 - 2T,NR,346
178095,39:00 - 2T,NR,346
135687,45:00 - 2T,PN,346
409960,14:00 - 2T,PN,350
370756,20:00 - 1T,NR,351
532800,25:00 - 2T,NR,351
307245,07:00 - 2T,NR,354
335611,10:00 - 2T,NR,357
295276,32:00 - 2T,NR,357
167958,20:00 - 1T,NR,359
177411,29:00 - 2T,NR,359
148994,40:00 - 2T,NR,359
168982,44:00 - 2T,NR,359
178303,12:00 - 2T,NR,360
135687,10:00 - 1T,NR,361
380745,28:00 - 1T,NR,361
155193,30:00 - 2T,NR,361
178095,45:00 - 2T,NR,361
353262,+3 - 2T,NR,361
307245,04:00 - 1T,NR,362
155840,28:00 - 2T,PN,362
175475,25:00 - 1T,NR,364
292942,45:00 - 2T,NR,364
379065,30:00 - 1T,NR,365
521936,41:00 - 1T,PN,365
409960,23:00 - 2T,NR,365
145923,23:00 - 1T,NR,368
178303,+3 - 2T,NR,368
302795,28:00 - 1T,PN,369
172404,32:00 - 1T,FT,369
163514,01:00 - 2T,NR,369
172404,33:00 - 2T,FT,369
188110,12:00 - 1T,NR,370
322380,32:00 - 1T,NR,370
322380,22:00 - 2T,NR,370
306822,12:00 - 2T,NR,371
153924,32:00 - 2T,NR,371
161625,17:00 - 2T,NR,373
307245,25:00 - 1T,NR,375
307245,16:00 - 2T,NR,375
185680,03:00 - 2T,NR,377
291780,+2 - 2T,NR,379
