Game,Home,Away
001,Palmeiras/SP,Atlético/MG
002,Chapecoense/SC,Coritiba/PR
003,Fluminense/RJ,Joinville/SC
004,SãoPaulo/SP,Flamengo/RJ
005,Cruzeiro/MG,Corinthians/SP
006,Atletico/PR,Internacional/RS
007,Sport/PE,Figueirense/SC
008,VascodaGama/RJ,Goiás/GO
009,Grêmio/RS,PontePreta/SP
010,Avaí/SC,Santos/SP
011,Coritiba/PR,Grêmio/RS
012,Goiás/GO,Atletico/PR
013,Corinthians/SP,Chapecoense/SC
014,Flamengo/RJ,Sport/PE
015,Santos/SP,Cruzeiro/MG
016,Atlético/MG,Fluminense/RJ
017,Joinville/SC,Palmeiras/SP
018,PontePreta/SP,SãoPaulo/SP
019,Internacional/RS,Avaí/SC
020,Figueirense/SC,VascodaGama/RJ
021,SãoPaulo/SP,Joinville/SC
022,VascodaGama/RJ,Internacional/RS
023,Grêmio/RS,Figueirense/SC
024,Fluminense/RJ,Corinthians/SP
025,Avaí/SC,Flamengo/RJ
026,Atletico/PR,Atlético/MG
027,Chapecoense/SC,Santos/SP
028,Palmeiras/SP,Goiás/GO
029,Cruzeiro/MG,PontePreta/SP
030,Sport/PE,Coritiba/PR
031,PontePreta/SP,Chapecoense/SC
032,Coritiba/PR,Avaí/SC
033,Joinville/SC,Atletico/PR
034,Corinthians/SP,Palmeiras/SP
035,Internacional/RS,SãoPaulo/SP
036,Atlético/MG,VascodaGama/RJ
037,Goiás/GO,Grêmio/RS
038,Santos/SP,Sport/PE
039,Flamengo/RJ,Fluminense/RJ
040,Figueirense/SC,Cruzeiro/MG
041,VascodaGama/RJ,PontePreta/SP
042,Atletico/PR,Figueirense/SC
043,Chapecoense/SC,Joinville/SC
044,SãoPaulo/SP,Santos/SP
045,Grêmio/RS,Corinthians/SP
046,Cruzeiro/MG,Flamengo/RJ
047,Avaí/SC,Atlético/MG
048,Fluminense/RJ,Coritiba/PR
049,Sport/PE,Goiás/GO
050,Palmeiras/SP,Internacional/RS
051,Santos/SP,PontePreta/SP
052,Flamengo/RJ,Chapecoense/SC
053,Atlético/MG,Cruzeiro/MG
054,SãoPaulo/SP,Grêmio/RS
055,Atletico/PR,VascodaGama/RJ
056,Joinville/SC,Corinthians/SP
057,Fluminense/RJ,Sport/PE
058,Internacional/RS,Coritiba/PR
059,Figueirense/SC,Palmeiras/SP
060,Goiás/GO,Avaí/SC
061,Atlético/MG,Santos/SP
062,Corinthians/SP,Internacional/RS
063,Coritiba/PR,Flamengo/RJ
064,Chapecoense/SC,SãoPaulo/SP
065,VascodaGama/RJ,Cruzeiro/MG
066,Sport/PE,Joinville/SC
067,Palmeiras/SP,Fluminense/RJ
068,PontePreta/SP,Goiás/GO
069,Grêmio/RS,Atletico/PR
070,Avaí/SC,Figueirense/SC
071,Figueirense/SC,Internacional/RS
072,Santos/SP,Corinthians/SP
073,Flamengo/RJ,Atlético/MG
074,Sport/PE,VascodaGama/RJ
075,Grêmio/RS,Palmeiras/SP
076,Cruzeiro/MG,Chapecoense/SC
077,SãoPaulo/SP,Avaí/SC
078,Atletico/PR,Coritiba/PR
079,Joinville/SC,Goiás/GO
080,Fluminense/RJ,PontePreta/SP
081,Avaí/SC,Grêmio/RS
082,Chapecoense/SC,Sport/PE
083,Corinthians/SP,Figueirense/SC
084,Palmeiras/SP,SãoPaulo/SP
085,PontePreta/SP,Atletico/PR
086,Coritiba/PR,Cruzeiro/MG
087,Goiás/GO,Fluminense/RJ
088,VascodaGama/RJ,Flamengo/RJ
089,Internacional/RS,Santos/SP
090,Atlético/MG,Joinville/SC
091,VascodaGama/RJ,Avaí/SC
092,Sport/PE,Internacional/RS
093,Palmeiras/SP,Chapecoense/SC
094,Atlético/MG,Coritiba/PR
095,Grêmio/RS,Cruzeiro/MG
096,Atlético/PR,SãoPaulo/SP
097,Joinville/SC,Flamengo/RJ
098,Corinthians/SP,PontePreta/SP
