CBF,In,Out,Nº,Clube
163156,00:00 - 1T,45:00 - 2T,1,SãoBento/SP
335765,00:00 - 1T,45:00 - 2T,1,Guarani/SP
184247,00:00 - 1T,45:00 - 2T,2,SãoBento/SP
184363,00:00 - 1T,45:00 - 2T,2,Guarani/SP
320951,00:00 - 1T,45:00 - 2T,3,SãoBento/SP
183724,00:00 - 1T,45:00 - 2T,3,Guarani/SP
326727,00:00 - 1T,45:00 - 2T,4,SãoBento/SP
158675,00:00 - 1T,45:00 - 2T,4,Guarani/SP
156835,00:00 - 1T,45:00 - 2T,5,SãoBento/SP
355752,00:00 - 1T,18:00 - 2T,5,Guarani/SP
325020,00:00 - 1T,45:00 - 2T,6,SãoBento/SP
305917,00:00 - 1T,45:00 - 2T,6,Guarani/SP
398260,00:00 - 1T,45:00 - 2T,7,SãoBento/SP
305811,00:00 - 1T,19:00 - 1T,7,Guarani/SP
178891,00:00 - 1T,45:00 - 2T,8,SãoBento/SP
305393,00:00 - 1T,45:00 - 2T,8,Guarani/SP
334457,00:00 - 1T,45:00 - 2T,9,SãoBento/SP
314382,00:00 - 1T,45:00 - 2T,9,Guarani/SP
308733,00:00 - 1T,45:00 - 2T,10,SãoBento/SP
435809,00:00 - 1T,45:00 - 2T,10,Guarani/SP
432391,00:00 - 1T,45:00 - 2T,11,SãoBento/SP
316748,00:00 - 1T,28:00 - 2T,11,Guarani/SP
189991,19:00 - 1T,45:00 - 2T,15,Guarani/SP
187560,18:00 - 2T,45:00 - 2T,17,Guarani/SP
179100,28:00 - 2T,45:00 - 2T,16,Guarani/SP
