CBF,In,Out,Nº,Clube
178960,00:00 - 1T,45:00 - 2T,1,ÁguiadeMarabá/PA
306158,00:00 - 1T,45:00 - 2T,1,Icasa/CE
307417,00:00 - 1T,45:00 - 2T,2,ÁguiadeMarabá/PA
184840,00:00 - 1T,45:00 - 2T,2,Icasa/CE
156478,00:00 - 1T,45:00 - 2T,3,ÁguiadeMarabá/PA
460703,00:00 - 1T,08:00 - 2T,3,Icasa/CE
171863,00:00 - 1T,45:00 - 2T,4,ÁguiadeMarabá/PA
395730,00:00 - 1T,45:00 - 2T,4,Icasa/CE
166227,00:00 - 1T,45:00 - 2T,5,ÁguiadeMarabá/PA
328433,00:00 - 1T,45:00 - 2T,5,Icasa/CE
180872,00:00 - 1T,45:00 - 2T,6,ÁguiadeMarabá/PA
396591,00:00 - 1T,21:00 - 1T,6,Icasa/CE
178220,00:00 - 1T,45:00 - 2T,7,ÁguiadeMarabá/PA
362382,00:00 - 1T,INT,7,Icasa/CE
184979,00:00 - 1T,45:00 - 2T,8,ÁguiadeMarabá/PA
459001,00:00 - 1T,45:00 - 2T,8,Icasa/CE
322816,00:00 - 1T,45:00 - 2T,9,ÁguiadeMarabá/PA
165840,00:00 - 1T,45:00 - 2T,9,Icasa/CE
164677,00:00 - 1T,45:00 - 2T,10,ÁguiadeMarabá/PA
291659,00:00 - 1T,45:00 - 2T,10,Icasa/CE
330978,00:00 - 1T,45:00 - 2T,11,ÁguiadeMarabá/PA
342391,00:00 - 1T,45:00 - 2T,11,Icasa/CE
297584,INT,45 - 2T,18,Icasa/CE
174307,21:00 - 1T,45 - 2T,13,Icasa/CE
455685,08:00 - 2T,45 - 2T,17,Icasa/CE
