CBF,Time,Type,Game
175901,34:00 - 1T,NR,131
184307,38:00 - 1T,NR,134
120743,21:00 - 1T,NR,136
136391,45:00 - 1T,NR,137
160061,26:00 - 1T,NR,138
330966,+3 - 2T,NR,140
310711,33:00 - 1T,NR,143
296075,10:00 - 2T,NR,145
369678,29:00 - 2T,NR,146
137283,25:00 - 1T,NR,147
120743,09:00 - 2T,NR,148
164221,11:00 - 1T,NR,150
141922,09:00 - 1T,CT,151
337219,19:00 - 1T,NR,155
291732,39:00 - 1T,NR,156
188803,26:00 - 1T,NR,157
293172,35:00 - 1T,NR,158
160781,10:00 - 1T,NR,161
188803,25:00 - 2T,NR,162
310711,22:00 - 1T,NR,163
172933,26:00 - 1T,NR,164
306019,02:00 - 1T,NR,166
161253,17:00 - 1T,NR,167
134046,08:00 - 1T,NR,170
175747,40:00 - 1T,PN,172
303987,45:00 - 1T,NR,173
178891,20:00 - 1T,NR,174
169800,14:00 - 1T,NR,175
160781,04:00 - 1T,NR,178
298359,11:00 - 1T,NR,180
166124,28:00 - 2T,NR,181
296337,37:00 - 1T,NR,183
159343,02:00 - 1T,NR,186
184508,03:00 - 1T,NR,187
316689,06:00 - 2T,NR,188
173921,17:00 - 1T,NR,189
295276,12:00 - 2T,NR,190
305977,05:00 - 1T,NR,191
178373,15:00 - 1T,NR,192
343999,29:00 - 1T,NR,195
325913,+2 - 1T,NR,198
308608,+2 - 2T,NR,198
311507,+4 - 2T,NR,198
159393,04:00 - 1T,NR,199
176738,02:00 - 1T,NR,200
296337,23:00 - 1T,NR,201
160781,10:00 - 1T,NR,202
350148,08:00 - 1T,NR,206
161253,15:00 - 2T,NR,207
337219,09:00 - 1T,NR,208
305977,09:00 - 2T,NR,209
191476,05:00 - 1T,NR,212
337172,08:00 - 1T,NR,214
340218,39:00 - 1T,NR,216
156079,07:00 - 2T,NR,217
309584,21:00 - 1T,NR,220
308608,+3 - 2T,NR,220
166109,18:00 - 1T,NR,221
311507,38:00 - 2T,NR,222
296349,09:00 - 1T,NR,224
178294,25:00 - 1T,NR,227
330015,20:00 - 1T,NR,228
177071,+1 - 2T,NR,228
155550,29:00 - 1T,FT,230
155550,04:00 - 2T,PN,231
337172,21:00 - 2T,PN,233
120743,23:00 - 1T,NR,236
293384,17:00 - 1T,NR,237
155743,17:00 - 2T,PN,238
318673,21:00 - 2T,NR,239
331842,+2 - 2T,NR,239
309584,27:00 - 1T,NR,240
180834,43:00 - 1T,NR,241
156079,15:00 - 2T,NR,243
169114,29:00 - 1T,PN,246
176738,20:00 - 1T,NR,247
179582,17:00 - 1T,NR,249
295276,31:00 - 1T,NR,250
176720,+1 - 1T,NR,250
135893,14:00 - 1T,NR,251
161751,03:00 - 1T,PN,254
466923,+1 - 1T,NR,254
186873,15:00 - 1T,NR,256
156079,20:00 - 1T,PN,257
129274,42:00 - 1T,PN,258
184904,+1 - 1T,PN,258
186825,20:00 - 1T,NR,260
157298,25:00 - 2T,CT,261
359495,39:00 - 1T,NR,262
176739,21:00 - 1T,NR,263
293600,26:00 - 2T,NR,266
161751,16:00 - 1T,NR,267
159343,+1 - 1T,NR,268
185482,02:00 - 2T,NR,268
291732,37:00 - 2T,NR,269
351540,45:00 - 1T,NR,270
167201,21:00 - 1T,NR,274
176720,+1 - 1T,FT,275
169800,04:00 - 2T,NR,275
159343,13:00 - 1T,NR,276
292526,14:00 - 1T,NR,279
167691,23:00 - 2T,CT,280
337172,02:00 - 1T,NR,284
310070,28:00 - 1T,NR,285
306616,23:00 - 1T,FT,286
307273,29:00 - 1T,NR,287
296349,18:00 - 2T,NR,288
176302,12:00 - 1T,NR,289
167953,04:00 - 1T,NR,290
155550,37:00 - 1T,PN,291
150855,16:00 - 2T,NR,293
296349,01:00 - 1T,NR,297
308568,+2 - 2T,NR,298
308568,+3 - 2T,NR,298
176720,21:00 - 1T,FT,299
308608,02:00 - 1T,NR,300
167953,26:00 - 1T,NR,301
292526,+1 - 1T,NR,302
291758,15:00 - 2T,NR,303
120743,14:00 - 1T,NR,306
296349,16:00 - 1T,NR,307
177071,18:00 - 1T,NR,308
291732,16:00 - 2T,NR,309
190258,17:00 - 1T,NR,310
309982,20:00 - 1T,NR,311
186873,02:00 - 1T,NR,312
308568,37:00 - 1T,NR,314
189081,21:00 - 2T,NR,315
160357,03:00 - 1T,NR,317
187570,18:00 - 2T,NR,319
188700,12:00 - 1T,NR,320
189556,33:00 - 1T,PN,321
291758,09:00 - 2T,NR,323
178836,34:00 - 2T,NR,324
291826,22:00 - 1T,NR,325
303459,14:00 - 1T,NR,326
160357,03:00 - 1T,NR,327
163063,16:00 - 2T,NR,329
309584,12:00 - 1T,NR,330
336361,05:00 - 2T,NR,332
171339,19:00 - 1T,NR,335
176302,10:00 - 1T,NR,339
167201,38:00 - 1T,NR,340
165657,33:00 - 1T,NR,343
337172,35:00 - 2T,NR,344
295845,31:00 - 1T,NR,346
160357,12:00 - 2T,NR,347
172817,20:00 - 2T,NR,348
291732,02:00 - 1T,NR,349
165391,03:00 - 2T,NR,350
318773,13:00 - 1T,NR,351
317030,11:00 - 2T,NR,355
165657,36:00 - 1T,NR,356
156079,35:00 - 2T,NR,357
301369,25:00 - 1T,NR,358
159393,34:00 - 2T,NR,359
309584,17:00 - 2T,NR,360
178051,10:00 - 2T,NR,361
156079,18:00 - 1T,PN,364
172036,08:00 - 1T,NR,366
165939,35:00 - 1T,CT,367
291732,27:00 - 1T,NR,369
308608,09:00 - 1T,NR,370
172817,07:00 - 2T,NR,371
355297,07:00 - 1T,NR,372
150855,01:00 - 1T,NR,373
294769,12:00 - 1T,NR,374
317030,44:00 - 2T,NR,375
309584,12:00 - 2T,NR,376
156079,27:00 - 1T,PN,377
293172,02:00 - 2T,NR,378
333705,04:00 - 2T,NR,379
176738,18:00 - 1T,NR,380
