CBF,In,Out,Nº,Clube
177948,00:00 - 1T,45:00 - 2T,1,Juventude/RS
297039,00:00 - 1T,45:00 - 2T,1,Confiança/SE
382612,00:00 - 1T,45:00 - 2T,2,Juventude/RS
424347,00:00 - 1T,45:00 - 2T,2,Confiança/SE
454107,00:00 - 1T,45:00 - 2T,3,Juventude/RS
188729,00:00 - 1T,45:00 - 2T,3,Confiança/SE
339225,00:00 - 1T,45:00 - 2T,4,Juventude/RS
328820,00:00 - 1T,45:00 - 2T,4,Confiança/SE
174223,00:00 - 1T,45:00 - 2T,5,Juventude/RS
292274,00:00 - 1T,45:00 - 2T,5,Confiança/SE
171945,00:00 - 1T,35:00 - 2T,6,Juventude/RS
404367,00:00 - 1T,45:00 - 2T,6,Confiança/SE
361450,00:00 - 1T,INT,7,Juventude/RS
370113,00:00 - 1T,45:00 - 2T,7,Confiança/SE
292280,00:00 - 1T,INT,8,Juventude/RS
363071,00:00 - 1T,38:00 - 2T,8,Confiança/SE
402630,00:00 - 1T,09:00 - 2T,9,Juventude/RS
406706,00:00 - 1T,38:00 - 2T,9,Confiança/SE
158893,00:00 - 1T,45:00 - 2T,10,Juventude/RS
394823,00:00 - 1T,38:00 - 2T,10,Confiança/SE
389378,00:00 - 1T,40:00 - 2T,11,Juventude/RS
174930,00:00 - 1T,20:00 - 2T,11,Confiança/SE
350018,INT,45 - 2T,17,Juventude/RS
308427,INT,45 - 2T,15,Juventude/RS
389256,09:00 - 2T,45 - 2T,19,Juventude/RS
316561,20:00 - 2T,45 - 2T,17,Confiança/SE
185482,35:00 - 2T,45 - 2T,16,Juventude/RS
318095,38:00 - 2T,45 - 2T,18,Confiança/SE
302560,38:00 - 2T,45 - 2T,15,Confiança/SE
368089,38:00 - 2T,45 - 2T,16,Confiança/SE
501257,40:00 - 2T,45 - 2T,13,Juventude/RS
