CBF,In,Out,Nº,Clube
298660,00:00 - 1T,45:00 - 2T,1,Chapecoense/SC
415808,00:00 - 1T,45:00 - 2T,1,Cuiabá/MT
324513,00:00 - 1T,45:00 - 2T,2,Chapecoense/SC
184363,00:00 - 1T,45:00 - 2T,2,Cuiabá/MT
335012,00:00 - 1T,45:00 - 2T,3,Chapecoense/SC
293385,00:00 - 1T,45:00 - 2T,3,Cuiabá/MT
502079,00:00 - 1T,31:00 - 2T,8,Chapecoense/SC
364057,00:00 - 1T,45:00 - 2T,4,Cuiabá/MT
182466,00:00 - 1T,39:00 - 2T,9,Chapecoense/SC
341763,00:00 - 1T,26:00 - 2T,5,Cuiabá/MT
355362,00:00 - 1T,25:00 - 2T,18,Chapecoense/SC
305959,00:00 - 1T,45:00 - 2T,6,Cuiabá/MT
323184,00:00 - 1T,31:00 - 2T,26,Chapecoense/SC
305360,00:00 - 1T,36:00 - 2T,7,Cuiabá/MT
187597,00:00 - 1T,45:00 - 2T,28,Chapecoense/SC
509628,00:00 - 1T,45:00 - 2T,8,Cuiabá/MT
334881,00:00 - 1T,45:00 - 2T,29,Chapecoense/SC
427774,00:00 - 1T,45:00 - 2T,9,Cuiabá/MT
326727,00:00 - 1T,45:00 - 2T,33,Chapecoense/SC
313029,00:00 - 1T,17:00 - 2T,10,Cuiabá/MT
360467,00:00 - 1T,39:00 - 2T,94,Chapecoense/SC
363480,00:00 - 1T,45:00 - 2T,11,Cuiabá/MT
183975,17:00 - 2T,45 - 2T,20,Cuiabá/MT
311439,25:00 - 2T,45 - 2T,17,Chapecoense/SC
343999,26:00 - 2T,45 - 2T,19,Cuiabá/MT
186142,31:00 - 2T,45 - 2T,6,Chapecoense/SC
311487,31:00 - 2T,45 - 2T,46,Chapecoense/SC
329917,36:00 - 2T,45 - 2T,17,Cuiabá/MT
419436,39:00 - 2T,45 - 2T,77,Chapecoense/SC
511641,39:00 - 2T,45 - 2T,45,Chapecoense/SC
