CBF,In,Out,Nº,Clube
168926,00:00 - 1T,45:00 - 2T,1,America/MG
409084,00:00 - 1T,45:00 - 2T,13,Vitória/BA
322852,00:00 - 1T,45:00 - 2T,2,America/MG
166649,00:00 - 1T,45:00 - 2T,3,Vitória/BA
381149,00:00 - 1T,45:00 - 2T,3,America/MG
454527,00:00 - 1T,16:00 - 2T,6,Vitória/BA
366405,00:00 - 1T,45:00 - 2T,4,America/MG
321820,00:00 - 1T,45:00 - 2T,7,Vitória/BA
358808,00:00 - 1T,45:00 - 2T,5,America/MG
367343,00:00 - 1T,45:00 - 2T,9,Vitória/BA
323819,00:00 - 1T,32:00 - 2T,7,America/MG
324805,00:00 - 1T,INT,15,Vitória/BA
337261,00:00 - 1T,43:00 - 2T,8,America/MG
178723,00:00 - 1T,INT,26,Vitória/BA
423003,00:00 - 1T,41:00 - 2T,9,America/MG
527047,00:00 - 1T,45:00 - 2T,28,Vitória/BA
438212,00:00 - 1T,32:00 - 2T,10,America/MG
375729,00:00 - 1T,45:00 - 2T,29,Vitória/BA
311988,00:00 - 1T,32:00 - 2T,11,America/MG
321847,00:00 - 1T,34:00 - 2T,35,Vitória/BA
376801,00:00 - 1T,45:00 - 2T,16,America/MG
344841,00:00 - 1T,10:00 - 1T,77,Vitória/BA
303922,INT,45 - 2T,33,Vitória/BA
434873,INT,45 - 2T,30,Vitória/BA
527849,10:00 - 1T,45 - 2T,78,Vitória/BA
337271,16:00 - 2T,45 - 2T,25,Vitória/BA
291855,32:00 - 2T,45 - 2T,20,America/MG
336999,32:00 - 2T,45 - 2T,19,America/MG
393447,32:00 - 2T,45 - 2T,18,America/MG
675188,34:00 - 2T,45 - 2T,19,Vitória/BA
430440,41:00 - 2T,45 - 2T,23,America/MG
539206,43:00 - 2T,45 - 2T,24,America/MG
