CBF,In,Out,Nº,Clube
297646,00:00 - 1T,45:00 - 2T,25,Botafogo/SP
321622,00:00 - 1T,45:00 - 2T,1,SampaioCorrea/MA
444950,00:00 - 1T,45:00 - 2T,2,Botafogo/SP
392907,00:00 - 1T,45:00 - 2T,2,SampaioCorrea/MA
351632,00:00 - 1T,45:00 - 2T,3,Botafogo/SP
178927,00:00 - 1T,45:00 - 2T,4,SampaioCorrea/MA
419442,00:00 - 1T,45:00 - 2T,6,Botafogo/SP
423695,00:00 - 1T,45:00 - 2T,5,SampaioCorrea/MA
307957,00:00 - 1T,+1:00 - 2T,8,Botafogo/SP
565236,00:00 - 1T,45:00 - 2T,9,SampaioCorrea/MA
337245,00:00 - 1T,+1:00 - 2T,10,Botafogo/SP
441035,00:00 - 1T,45:00 - 2T,10,SampaioCorrea/MA
512119,00:00 - 1T,45:00 - 2T,16,Botafogo/SP
174017,00:00 - 1T,45:00 - 2T,13,SampaioCorrea/MA
466309,00:00 - 1T,30:00 - 2T,29,Botafogo/SP
377082,00:00 - 1T,45:00 - 2T,16,SampaioCorrea/MA
383244,00:00 - 1T,45:00 - 2T,31,Botafogo/SP
363578,00:00 - 1T,45:00 - 2T,18,SampaioCorrea/MA
298361,00:00 - 1T,30:00 - 2T,34,Botafogo/SP
299242,00:00 - 1T,45:00 - 2T,22,SampaioCorrea/MA
314382,00:00 - 1T,30:00 - 2T,38,Botafogo/SP
183546,00:00 - 1T,45:00 - 2T,23,SampaioCorrea/MA
169835,+1:00 - 2T,45 - 2T,13,Botafogo/SP
186547,+1:00 - 2T,45 - 2T,28,Botafogo/SP
354104,30:00 - 2T,45 - 2T,7,Botafogo/SP
415008,30:00 - 2T,45 - 2T,32,Botafogo/SP
307032,30:00 - 2T,45 - 2T,40,Botafogo/SP
