CBF,In,Out,Nº,Clube
107639,00:00 - 1T,45:00 - 2T,1,SãoPaulo/SP
159209,00:00 - 1T,45:00 - 2T,1,Chapecoense/SC
316645,00:00 - 1T,45:00 - 2T,3,SãoPaulo/SP
172576,00:00 - 1T,45:00 - 2T,2,Chapecoense/SC
337413,00:00 - 1T,45:00 - 2T,4,SãoPaulo/SP
160686,00:00 - 1T,45:00 - 2T,3,Chapecoense/SC
173760,00:00 - 1T,45:00 - 2T,6,SãoPaulo/SP
305876,00:00 - 1T,45:00 - 2T,6,Chapecoense/SC
155330,00:00 - 1T,45:00 - 2T,7,SãoPaulo/SP
307680,00:00 - 1T,28:00 - 2T,7,Chapecoense/SC
135687,00:00 - 1T,45:00 - 2T,9,SãoPaulo/SP
171547,00:00 - 1T,45:00 - 2T,8,Chapecoense/SC
177588,00:00 - 1T,45:00 - 2T,11,SãoPaulo/SP
183189,00:00 - 1T,31:00 - 2T,11,Chapecoense/SC
170540,00:00 - 1T,45:00 - 2T,19,SãoPaulo/SP
169835,00:00 - 1T,45:00 - 2T,17,Chapecoense/SC
172996,00:00 - 1T,45:00 - 2T,22,SãoPaulo/SP
169902,00:00 - 1T,45:00 - 2T,27,Chapecoense/SC
353262,00:00 - 1T,45:00 - 2T,23,SãoPaulo/SP
169938,00:00 - 1T,45:00 - 2T,31,Chapecoense/SC
351849,00:00 - 1T,45:00 - 2T,30,SãoPaulo/SP
175323,00:00 - 1T,20:00 - 2T,89,Chapecoense/SC
161437,28:00 - 2T,45 - 2T,10,Chapecoense/SC
304434,31:00 - 2T,45 - 2T,21,Chapecoense/SC
