CBF,In,Out,Nº,Clube
165830,00:00 - 1T,45:00 - 2T,12,Sport/PE
324493,00:00 - 1T,45:00 - 2T,1,VascodaGama/RJ
182550,00:00 - 1T,45:00 - 2T,3,Sport/PE
321829,00:00 - 1T,45:00 - 2T,2,VascodaGama/RJ
141516,00:00 - 1T,45:00 - 2T,4,Sport/PE
137340,00:00 - 1T,45:00 - 2T,3,VascodaGama/RJ
346636,00:00 - 1T,45:00 - 2T,6,Sport/PE
307406,00:00 - 1T,45:00 - 2T,4,VascodaGama/RJ
184685,00:00 - 1T,33:00 - 2T,11,Sport/PE
188230,00:00 - 1T,45:00 - 2T,5,VascodaGama/RJ
140053,00:00 - 1T,45:00 - 2T,17,Sport/PE
291543,00:00 - 1T,45:00 - 2T,6,VascodaGama/RJ
184833,00:00 - 1T,45:00 - 2T,21,Sport/PE
521982,00:00 - 1T,45:00 - 2T,7,VascodaGama/RJ
383527,00:00 - 1T,INT,25,Sport/PE
175242,00:00 - 1T,45:00 - 2T,8,VascodaGama/RJ
292428,00:00 - 1T,45:00 - 2T,27,Sport/PE
185444,00:00 - 1T,45:00 - 2T,9,VascodaGama/RJ
161625,00:00 - 1T,45:00 - 2T,87,Sport/PE
459687,00:00 - 1T,45:00 - 2T,10,VascodaGama/RJ
292942,00:00 - 1T,37:00 - 2T,90,Sport/PE
323597,00:00 - 1T,45:00 - 2T,11,VascodaGama/RJ
307366,INT,45 - 2T,8,Sport/PE
292175,33:00 - 2T,45 - 2T,19,Sport/PE
305723,37:00 - 2T,45 - 2T,10,Sport/PE
