CBF,In,Out,Nº,Clube
135603,00:00 - 1T,45:00 - 2T,1,MotoClub/MA
190306,00:00 - 1T,INT,1,Altos/PI
187428,00:00 - 1T,45:00 - 2T,2,MotoClub/MA
298023,00:00 - 1T,45:00 - 2T,2,Altos/PI
332776,00:00 - 1T,45:00 - 2T,3,MotoClub/MA
303516,00:00 - 1T,45:00 - 2T,3,Altos/PI
393872,00:00 - 1T,45:00 - 2T,4,MotoClub/MA
385488,00:00 - 1T,45:00 - 2T,4,Altos/PI
185579,00:00 - 1T,45:00 - 2T,5,MotoClub/MA
172261,00:00 - 1T,45:00 - 2T,5,Altos/PI
459881,00:00 - 1T,45:00 - 2T,6,MotoClub/MA
307954,00:00 - 1T,45:00 - 2T,6,Altos/PI
161597,00:00 - 1T,45:00 - 2T,7,MotoClub/MA
189941,00:00 - 1T,45:00 - 2T,8,Altos/PI
304290,00:00 - 1T,45:00 - 2T,8,MotoClub/MA
187984,00:00 - 1T,45:00 - 2T,9,Altos/PI
171968,00:00 - 1T,45:00 - 2T,9,MotoClub/MA
172933,00:00 - 1T,45:00 - 2T,10,Altos/PI
291776,00:00 - 1T,45:00 - 2T,10,MotoClub/MA
322082,00:00 - 1T,36:00 - 1T,11,Altos/PI
342092,00:00 - 1T,45:00 - 2T,11,MotoClub/MA
171747,00:00 - 1T,45:00 - 2T,19,Altos/PI
179315,INT,45 - 2T,12,Altos/PI
369601,36:00 - 1T,23:00 - 2T,17,Altos/PI
291775,23:00 - 2T,45 - 2T,13,Altos/PI
